0,0,0,1727,273
1,0,883,770,347
2,0,0,1834,166
3,0,552,1216,232
4,0,581,1154,265
5,0,452,1292,256
6,0,490,1262,248
7,0,368,1423,209
8,0,961,721,318
9,0,687,1098,215
10,0,753,866,381
11,0,538,1210,252
12,0,0,1792,208
13,0,376,1394,230
14,0,312,1425,263
15,0,0,1736,264
16,0,979,689,332
17,0,0,1725,275
18,0,466,1238,296
19,0,389,1267,344
20,0,467,1402,131
21,0,630,1151,219
22,0,385,1369,246
23,0,77,1636,287
24,0,676,1104,220
25,0,1252,481,267
26,0,402,1287,311
27,0,380,1299,321
28,0,120,1669,211
29,0,448,1369,183
30,0,42,1642,316
31,0,0,1796,204
32,0,0,1750,250
33,0,419,1255,326
34,0,129,1664,207
35,0,43,1713,244
36,0,0,1709,291
37,0,103,1663,234
38,0,848,932,220
39,0,307,1389,304
40,0,1104,568,328
41,0,680,1053,267
42,0,382,1238,380
43,0,312,1464,224
44,0,810,940,250
45,0,181,1632,187
46,0,776,886,338
47,0,669,1035,296
48,0,1068,631,301
49,0,49,1663,288
50,0,1147,660,193
51,0,39,1656,305
52,0,466,1302,232
53,0,924,823,253
54,0,232,1548,220
55,0,254,1476,270
56,0,1289,468,243
57,0,314,1415,271
58,0,497,1322,181
59,0,343,1419,238
60,0,538,1186,276
61,0,0,1780,220
62,0,293,1436,271
63,0,0,1757,243
64,0,106,1616,278
65,0,318,1434,248
66,0,415,1267,318
67,0,806,1006,188
68,0,833,815,352
69,0,341,1417,242
70,0,341,1391,268
71,0,632,1090,278
72,0,320,1339,341
73,0,0,1705,295
74,0,95,1605,300
75,0,718,1054,228
76,0,251,1547,202
77,0,142,1529,329
78,0,379,1344,277
79,0,515,1172,313
80,0,348,1308,344
81,0,0,1756,244
82,0,579,1193,228
83,0,488,1187,325
84,0,740,925,335
85,0,583,999,418
86,0,314,1419,267
87,0,710,1131,159
88,0,45,1738,217
89,0,481,1222,297
90,0,688,1023,289
91,0,1085,652,263
92,0,265,1383,352
93,0,323,1353,324
94,0,331,1416,253
95,0,0,1778,222
96,0,226,1394,380
97,0,525,1149,326
98,0,40,1650,310
99,0,722,965,313

