0,0,464,1440,96
1,0,761,1191,48
2,0,765,1167,68
3,0,790,1145,65
4,0,475,1438,87
5,0,555,1361,84
6,0,0,1960,40
7,0,546,1348,106
8,0,867,1090,43
9,0,357,1579,64
10,0,508,1393,99
11,0,452,1464,84
12,0,368,1547,85
13,0,827,1108,65
14,0,444,1477,79
15,0,1107,836,57
16,0,354,1528,118
17,0,262,1641,97
18,0,527,1393,80
19,0,505,1418,77
20,0,836,1115,49
21,0,387,1534,79
22,0,654,1268,78
23,0,933,968,99
24,0,1634,310,56
25,0,46,1857,97
26,0,663,1268,69
27,0,856,1055,89
28,0,379,1570,51
29,0,853,1059,88
30,0,0,1938,62
31,0,488,1468,44
32,0,557,1391,52
33,0,480,1439,81
34,0,1031,859,110
35,0,536,1388,76
36,0,473,1445,82
37,0,838,1036,126
38,0,179,1752,69
39,0,540,1372,88
40,0,577,1364,59
41,0,458,1479,63
42,0,458,1456,86
43,0,526,1362,112
44,0,823,1105,72
45,0,385,1536,79
46,0,0,1932,68
47,0,505,1415,80
48,0,401,1531,68
49,0,414,1517,69
50,0,755,1141,104
51,0,391,1543,66
52,0,365,1542,93
53,0,773,1168,59
54,0,515,1424,61
55,0,337,1616,47
56,0,674,1240,86
57,0,335,1583,82
58,0,530,1411,59
59,0,1006,895,99
60,0,576,1364,60
61,0,882,1040,78
62,0,558,1344,98
63,0,558,1362,80
64,0,240,1668,92
65,0,375,1522,103
66,0,469,1448,83
67,0,0,1951,49
68,0,297,1662,41
69,0,820,1126,54
70,0,640,1255,105
71,0,475,1441,84
72,0,0,1961,39
73,0,943,988,69
74,0,0,1917,83
75,0,164,1782,54
76,0,471,1459,70
77,0,0,1933,67
78,0,387,1514,99
79,0,0,1954,46
80,0,477,1465,58
81,0,491,1436,73
82,0,148,1803,49
83,0,99,1850,51
84,0,337,1603,60
85,0,1259,652,89
86,0,0,1943,57
87,0,977,953,70
88,0,467,1451,82
89,0,938,967,95
90,0,619,1303,78
91,0,487,1407,106
92,0,868,1001,131
93,0,149,1800,51
94,0,850,1061,89
95,0,85,1838,77
96,0,167,1740,93
97,0,555,1375,70
98,0,850,1069,81
99,0,466,1433,101

