0,0,390,1319,291
1,0,0,1547,453
2,0,0,999,1001
3,0,73,1400,527
4,0,464,983,553
5,0,0,1438,562
6,0,233,1247,520
7,0,0,1351,649
8,0,239,1582,179
9,0,352,650,998
10,0,635,777,588
11,0,0,1407,593
12,0,43,1078,879
13,0,0,1028,972
14,0,382,691,927
15,0,511,448,1041
16,0,78,932,990
17,0,509,914,577
18,0,0,900,1100
19,0,181,836,983
20,0,354,1505,141
21,0,374,804,822
22,0,440,762,798
23,0,0,1319,681
24,0,0,1526,474
25,0,746,615,639
26,0,0,1621,379
27,0,0,1532,468
28,0,236,920,844
29,0,484,993,523
30,0,0,1523,477
31,0,764,298,938
32,0,53,1044,903
33,0,90,987,923
34,0,146,1054,800
35,0,352,1095,553
36,0,796,634,570
37,0,336,1065,599
38,0,0,1246,754
39,0,0,588,1412
40,0,0,1153,847
41,0,484,561,955
42,0,388,790,822
43,0,159,1297,544
44,0,0,1386,614
45,0,0,999,1001
46,0,0,985,1015
47,0,383,1090,527
48,0,0,1058,942
49,0,475,656,869
50,0,343,985,672
51,0,143,832,1025
52,0,96,828,1076
53,0,762,409,829
54,0,48,1274,678
55,0,396,1016,588
56,0,842,574,584
57,0,0,1012,988
58,0,181,34,1785
59,0,457,1051,492
60,0,479,1418,103
61,0,0,1421,579
62,0,841,791,368
63,0,0,1290,710
64,0,466,1004,530
65,0,154,1317,529
66,0,117,1272,611
67,0,354,958,688
68,0,64,997,939
69,0,618,755,627
70,0,467,523,1010
71,0,0,684,1316
72,0,0,1712,288
73,0,79,1358,563
74,0,0,1159,841
75,0,390,548,1062
76,0,465,1269,266
77,0,0,1436,564
78,0,0,698,1302
79,0,538,1225,237
80,0,101,1345,554
81,0,0,977,1023
82,0,531,854,615
83,0,361,1111,528
84,0,363,778,859
85,0,0,1119,881
86,0,525,950,525
87,0,489,1210,301
88,0,0,1411,589
89,0,862,420,718
90,0,363,1191,446
91,0,359,557,1084
92,0,359,833,808
93,0,803,1018,179
94,0,412,674,914
95,0,0,1417,583
96,0,0,765,1235
97,0,53,1128,819
98,0,160,1257,583
99,0,0,1634,366

