0,0,0,1761,239
1,0,0,1646,354
2,0,458,973,569
3,0,473,1166,361
4,0,303,1477,220
5,0,606,1142,252
6,0,0,1749,251
7,0,424,1271,305
8,0,53,1703,244
9,0,501,865,634
10,0,268,1258,474
11,0,554,1182,264
12,0,919,756,325
13,0,258,1334,408
14,0,0,1754,246
15,0,0,1326,674
16,0,280,1376,344
17,0,0,1702,298
18,0,512,1199,289
19,0,685,1003,312
20,0,361,1360,279
21,0,200,1173,627
22,0,512,1124,364
23,0,47,1532,421
24,0,265,1428,307
25,0,537,576,887
26,0,243,1399,358
27,0,294,1306,400
28,0,642,992,366
29,0,0,1747,253
30,0,589,1113,298
31,0,211,1533,256
32,0,0,1754,246
33,0,376,1417,207
34,0,129,1193,678
35,0,0,1726,274
36,0,185,1618,197
37,0,505,1182,313
38,0,318,1171,511
39,0,311,1234,455
40,0,597,712,691
41,0,59,1344,597
42,0,0,1644,356
43,0,316,1208,476
44,0,232,1398,370
45,0,54,1569,377
46,0,284,1527,189
47,0,519,1160,321
48,0,41,1660,299
49,0,0,1403,597
50,0,153,1600,247
51,0,869,786,345
52,0,496,1136,368
53,0,49,1681,270
54,0,85,1501,414
55,0,463,876,661
56,0,550,1151,299
57,0,353,1310,337
58,0,301,1407,292
59,0,326,1345,329
60,0,268,1230,502
61,0,705,939,356
62,0,0,1445,555
63,0,0,1767,233
64,0,73,1127,800
65,0,149,1109,742
66,0,1090,397,513
67,0,97,1375,528
68,0,55,1005,940
69,0,52,1676,272
70,0,0,1672,328
71,0,296,1417,287
72,0,336,994,670
73,0,832,843,325
74,0,0,1781,219
75,0,0,1426,574
76,0,319,1399,282
77,0,398,1210,392
78,0,46,1436,518
79,0,207,1222,571
80,0,241,1489,270
81,0,387,1041,572
82,0,286,953,761
83,0,0,1708,292
84,0,125,1593,282
85,0,301,1398,301
86,0,291,1047,662
87,0,653,1102,245
88,0,0,1319,681
89,0,137,1618,245
90,0,0,1196,804
91,0,310,1462,228
92,0,405,1352,243
93,0,255,1473,272
94,0,173,1490,337
95,0,247,1481,272
96,0,369,1073,558
97,0,631,777,592
98,0,408,927,665
99,0,1007,407,586

