reserve,impressions,demand_factor,WE,WF,revenue_mean,opt_reserve
0,2000,2.5,0,8,12.785536537098615,0.8334298545218254
1,2000,2.5,0,8,15.505812056848214,0.7899222627985963
2,2000,2.5,0,8,15.35221566352024,0.8181271213418645
3,2000,2.5,0,8,17.71338738393195,0.8066070747008273
4,2000,2.5,0,8,21.13434341538609,0.7845462968166722
5,2000,2.5,0,8,21.403499776648427,0.7985256606111224
6,2000,2.5,0,8,22.85408915990352,0.7835685841489429
7,2000,2.5,0,8,24.34367180184865,0.7915624933002884
8,2000,2.5,0,8,26.71481932183769,0.8151484613981909
9,2000,2.5,0,8,28.696601773311485,0.8069498378681991
10,2000,2.5,0,8,31.289852604626265,0.8156389232237534
11,2000,2.5,0,8,32.49287515569721,0.8107625922504247
12,2000,2.5,0,8,35.38685867493214,0.8042167467960561
13,2000,2.5,0,8,35.658848919808825,0.8061908264673251
14,2000,2.5,0,8,36.018283215894435,0.7973594801810246
15,2000,2.5,0,8,38.733069180148675,0.8032429471602739
16,2000,2.5,0,8,41.91051489324678,0.8173867524444642
17,2000,2.5,0,8,45.256922797808635,0.8237358442504744
18,2000,2.5,0,8,44.72424642379505,0.8022557284296741
19,2000,2.5,0,8,47.499242635783176,0.7817300472790095
20,2000,2.5,0,8,48.5140758886765,0.7829976516236222
21,2000,2.5,0,8,49.866915532396746,0.7977007364343058
22,2000,2.5,0,8,53.167874191857074,0.807806023819405
23,2000,2.5,0,8,53.77047182267788,0.804822419848932
24,2000,2.5,0,8,55.24977088301553,0.7868635011226969
25,2000,2.5,0,8,58.2512940533269,0.8225516846970908
26,2000,2.5,0,8,61.04628615239348,0.819790910160847
27,2000,2.5,0,8,61.72734548528043,0.8045564258228238
28,2000,2.5,0,8,63.22628013307576,0.7857208497264657
29,2000,2.5,0,8,62.82536846134892,0.7895169771424055
30,2000,2.5,0,8,66.58107495300771,0.8320703419697947
31,2000,2.5,0,8,66.14718906420825,0.8257561492683013
32,2000,2.5,0,8,70.6456810408783,0.8256285071705011
33,2000,2.5,0,8,70.36912547303143,0.8021289080054403
34,2000,2.5,0,8,71.91984428103825,0.8039767599775415
35,2000,2.5,0,8,73.07792485757975,0.35000000000000003
36,2000,2.5,0,8,73.40346824642378,0.36
37,2000,2.5,0,8,76.43494651614735,0.37
38,2000,2.5,0,8,79.53963589128044,0.38
39,2000,2.5,0,8,78.40728376395344,0.39
40,2000,2.5,0,8,81.44548187091763,0.4
41,2000,2.5,0,8,82.99252046012373,0.41
42,2000,2.5,0,8,83.43296943917075,0.42
43,2000,2.5,0,8,85.8886024405236,0.43
44,2000,2.5,0,8,87.7065171366963,0.44
45,2000,2.5,0,8,87.0264273422635,0.45
