reserve,impressions,demand_factor,WE,WF,revenue_mean,opt_reserve
0,2000,1.75,0,8,7.0520021518926255,0.8255045070190694
1,2000,1.75,0,8,8.615593765506878,0.8019577841575918
2,2000,1.75,0,8,10.592090990972393,0.7989569720022545
3,2000,1.75,0,8,12.537357152568116,0.7999381378415819
4,2000,1.75,0,8,13.410487260635493,0.8076338357350002
5,2000,1.75,1,7,18.784939616387977,0.8151223364282365
6,2000,1.75,0,8,17.895689645682246,0.7979911853043812
7,2000,1.75,0,8,20.047498181212905,0.803399995619818
8,2000,1.75,1,7,24.297124088040245,0.7968190624163543
9,2000,1.75,0,8,24.332529186305354,0.7843483934208684
10,2000,1.75,0,8,25.125541296121074,0.8078874386723801
11,2000,1.75,0,8,27.003406068564342,0.7775765512367722
12,2000,1.75,0,8,27.433796700311685,0.8104780470835345
13,2000,1.75,0,8,29.977036214265965,0.7995279637640401
14,2000,1.75,0,8,33.191096063711804,0.8177022433897788
15,2000,1.75,0,8,34.31494293274532,0.8243708555085424
16,2000,1.75,0,8,35.953386499054076,0.8033791000691859
17,2000,1.75,1,7,39.56211199129878,0.810779591975837
18,2000,1.75,0,8,38.33415645589747,0.8203509663679929
19,2000,1.75,0,8,40.081392583586414,0.799754460550821
20,2000,1.75,0,8,42.26745393222353,0.8107425212833796
21,2000,1.75,1,7,45.424934520360345,0.828409131988499
22,2000,1.75,0,8,45.59496079913753,0.8109833419455076
23,2000,1.75,0,8,47.40698138903071,0.7862826848259308
24,2000,1.75,0,8,49.68179408843393,0.81180262721911
25,2000,1.75,0,8,50.38039988244979,0.8302250164908351
26,2000,1.75,0,8,52.861083107031575,0.8014521198617928
27,2000,1.75,1,7,54.537854390728754,0.8008479909894314
28,2000,1.75,0,8,55.08983924659122,0.8114110713462406
29,2000,1.75,0,8,55.54913593411057,0.8085434869975437
30,2000,1.75,1,7,58.68233601958687,0.8163173197434533
31,2000,1.75,0,8,58.699990829726715,0.8138704112955742
32,2000,1.75,1,7,60.14841134474062,0.8095311873922324
33,2000,1.75,0,8,60.13826660698752,0.33
34,2000,1.75,1,7,61.40743006202703,0.7743636939448982
35,2000,1.75,0,8,63.14723841022806,0.35000000000000003
36,2000,1.75,1,7,64.95700004892502,0.7949470947216312
37,2000,1.75,0,8,65.65495136837792,0.37
38,2000,1.75,0,8,67.02289713767503,0.38
39,2000,1.75,0,8,67.04915290770919,0.39
40,2000,1.75,0,8,65.72153297172936,0.4
41,2000,1.75,0,8,68.05887091838596,0.41
42,2000,1.75,0,8,69.03796322077312,0.42
43,2000,1.75,0,8,70.63793380025471,0.43
44,2000,1.75,0,8,70.6845614964114,0.44
45,2000,1.75,0,8,72.9741493258817,0.45
46,2000,1.75,0,8,72.32011042820315,0.46
47,2000,1.75,0,8,71.2427815683045,0.47
48,2000,1.75,0,8,74.60309733739818,0.48
49,2000,1.75,0,8,74.00765270146421,0.49
50,2000,1.75,0,8,74.89424538911615,0.5
51,2000,1.75,0,8,75.05520078481149,0.51
52,2000,1.75,0,8,76.67311128230307,0.52
53,2000,1.75,0,8,76.63923662378045,0.53
54,2000,1.75,0,8,78.94546334985812,0.54
55,2000,1.75,0,8,76.57240586895212,0.55
56,2000,1.75,0,8,78.32351310194669,0.56
57,2000,1.75,0,8,79.60435343223726,0.5700000000000001
58,2000,1.75,0,8,81.24330268983125,0.58
59,2000,1.75,0,8,78.83179785260407,0.59
60,2000,1.75,0,8,80.69582792222583,0.6
61,2000,1.75,0,8,82.63762658435743,0.61
62,2000,1.75,0,8,82.25690298201077,0.62
63,2000,1.75,0,8,81.84660600360853,0.63
64,2000,1.75,0,8,81.39045432705103,0.64
65,2000,1.75,0,8,82.37960947276015,0.65
66,2000,1.75,0,8,82.01250418930081,0.66
67,2000,1.75,0,8,82.64642589328727,0.67
68,2000,1.75,0,8,83.54852694539736,0.68
69,2000,1.75,0,8,85.1665721434176,0.6900000000000001
70,2000,1.75,0,8,84.74624405678037,0.7000000000000001
71,2000,1.75,0,8,83.95301714685567,0.71
72,2000,1.75,0,8,84.22713142661416,0.72
73,2000,1.75,0,8,82.54629926795715,0.73
74,2000,1.75,0,8,83.83560334613841,0.74
75,2000,1.75,0,8,83.77443342441612,0.75
