reserve,impressions,demand_factor,WE,WF,revenue_mean,opt_reserve
0,2000,0.25,4,4,2.9378501987663856,0.7986607688623772
1,2000,0.25,4,4,4.665141347208492,0.7871119929439151
2,2000,0.25,5,3,6.6545983919905485,0.7837804358153415
3,2000,0.25,5,3,7.9748064884529555,0.8061561932246111
4,2000,0.25,4,4,8.42262077141404,0.8037026522507875
5,2000,0.25,4,4,9.350411406914588,0.8113280987059235
6,2000,0.25,3,5,10.138839966271991,0.7858078273822425
7,2000,0.25,2,6,10.778280179645957,0.8035010225127881
8,2000,0.25,2,6,11.184974895646203,0.8064593274284149
9,2000,0.25,0,8,11.592312250845053,0.8168694618698913
10,2000,0.25,0,8,11.306110071739395,0.8043028578699731
11,2000,0.25,0,8,11.555450836357975,0.8117655574785448
12,2000,0.25,1,7,12.008256030347884,0.8098533950548831
13,2000,0.25,1,7,11.830647152421156,0.7961259358525407
14,2000,0.25,2,6,12.226374340060511,0.7903730909338945
15,2000,0.25,0,8,12.340579458720345,0.805754939680212
16,2000,0.25,2,6,12.378503470001993,0.7939287093352945
17,2000,0.25,1,7,12.517752421531544,0.8133274678871014
18,2000,0.25,0,8,12.333214568448133,0.8293443777665199
19,2000,0.25,1,7,12.24992498863836,0.8038329335031383
20,2000,0.25,0,8,12.64013619982928,0.8026791955501856
21,2000,0.25,0,8,12.588246084170532,0.8167793150179921
22,2000,0.25,0,8,12.869932061094378,0.8280968698979465
23,2000,0.25,0,8,12.486814584509153,0.8202319082257028
24,2000,0.25,0,8,12.86000203700782,0.8202969193395802
25,2000,0.25,0,8,12.46948567802619,0.25
26,2000,0.25,0,8,12.612729508040928,0.26
27,2000,0.25,0,8,12.904056442567096,0.27
28,2000,0.25,0,8,12.841278527433785,0.28
29,2000,0.25,0,8,12.77173175537669,0.29
30,2000,0.25,0,8,12.725457272196484,0.3
31,2000,0.25,0,8,12.804196591561242,0.31
32,2000,0.25,0,8,12.691089397302392,0.32
33,2000,0.25,0,8,12.765556614737074,0.33
34,2000,0.25,0,8,12.976688354039785,0.34
35,2000,0.25,0,8,12.577788950853527,0.35000000000000003
36,2000,0.25,0,8,12.639638309409087,0.36
37,2000,0.25,0,8,12.960952606292972,0.37
38,2000,0.25,0,8,12.601883427389323,0.38
39,2000,0.25,0,8,12.9074034367185,0.39
40,2000,0.25,0,8,12.523870616131385,0.4
41,2000,0.25,0,8,12.743071362449305,0.41
42,2000,0.25,0,8,12.734296386302647,0.42
43,2000,0.25,0,8,12.883187818676527,0.43
44,2000,0.25,0,8,12.628724862711644,0.44
45,2000,0.25,0,8,12.767037928737276,0.45
46,2000,0.25,0,8,12.761840273639278,0.46
47,2000,0.25,0,8,12.971377914416456,0.47
48,2000,0.25,0,8,12.516702959540615,0.48
49,2000,0.25,0,8,12.86639508747701,0.49
50,2000,0.25,0,8,12.938052117982402,0.5
51,2000,0.25,0,8,12.549993902148257,0.51
52,2000,0.25,0,8,12.650356211588027,0.52
53,2000,0.25,0,8,12.503070230857153,0.53
54,2000,0.25,0,8,12.745278124401686,0.54
55,2000,0.25,0,8,12.189996205966755,0.55
56,2000,0.25,0,8,12.965560507349908,0.56
57,2000,0.25,0,8,12.739012412135494,0.5700000000000001
58,2000,0.25,0,8,12.685634201019898,0.58
59,2000,0.25,0,8,12.94021206366785,0.59
60,2000,0.25,0,8,12.949504103940107,0.6
61,2000,0.25,0,8,12.415787516571871,0.61
62,2000,0.25,0,8,12.466240469689565,0.62
63,2000,0.25,0,8,12.646289703470226,0.63
64,2000,0.25,0,8,12.561268529124696,0.64
65,2000,0.25,0,8,12.780888953887727,0.65
66,2000,0.25,0,8,12.547537593222165,0.66
67,2000,0.25,0,8,12.666399500691867,0.67
68,2000,0.25,0,8,12.767815245204249,0.68
69,2000,0.25,0,8,12.961861907869695,0.6900000000000001
70,2000,0.25,0,8,12.731246764421645,0.7000000000000001
71,2000,0.25,0,8,13.217724451376526,0.71
72,2000,0.25,0,8,12.52997505910217,0.72
73,2000,0.25,0,8,12.759304864738429,0.73
74,2000,0.25,0,8,12.517136766938195,0.74
75,2000,0.25,0,8,12.70660512056771,0.75
76,2000,0.25,0,8,12.620873778570141,0.76
77,2000,0.25,0,8,12.610936679138362,0.77
78,2000,0.25,0,8,12.367184313661955,0.78
79,2000,0.25,0,8,12.540230304711313,0.79
80,2000,0.25,0,8,12.496994243426142,0.8
81,2000,0.25,0,8,12.422074352043099,0.81
82,2000,0.25,0,8,12.35785841674124,0.8200000000000001
83,2000,0.25,0,8,11.970954953484853,0.8300000000000001
84,2000,0.25,0,8,12.437565274359088,0.84
85,2000,0.25,0,8,11.69561306741893,0.85
86,2000,0.25,0,8,12.01428092187827,0.86
87,2000,0.25,0,8,11.24501482424654,0.87
88,2000,0.25,0,8,11.210644578556948,0.88
89,2000,0.25,0,8,11.479326304227042,0.89
90,2000,0.25,0,8,11.120706937093832,0.9
91,2000,0.25,0,8,10.28884621032016,
92,2000,0.25,0,8,10.416828539137716,
93,2000,0.25,0,8,9.85474532029642,
94,2000,0.25,0,8,9.47196832574134,
95,2000,0.25,0,8,9.261349901943277,
96,2000,0.25,0,8,8.68189786387091,
97,2000,0.25,0,8,8.520490192559237,
98,2000,0.25,0,8,8.035908323738017,
99,2000,0.25,0,8,7.089753371620732,
100,2000,0.25,0,8,7.027925488075421,
101,2000,0.25,0,8,6.121995153587059,
102,2000,0.25,0,8,5.713559136520642,
103,2000,0.25,0,8,5.231581668639018,
104,2000,0.25,0,8,4.671121931782474,
105,2000,0.25,1,7,4.481356647147943,
106,2000,0.25,0,8,3.7317030027624014,
107,2000,0.25,3,5,3.3127604277808618,
108,2000,0.25,0,8,2.992788183415838,
109,2000,0.25,0,8,2.7743702847071416,
110,2000,0.25,0,8,2.3047409862422827,
111,2000,0.25,0,8,1.9869186240299523,
112,2000,0.25,1,7,1.7437506630970416,
113,2000,0.25,0,8,1.4301562500000014,
114,2000,0.25,0,8,1.1605660037006804,
115,2000,0.25,6,2,0.9369105350922748,
116,2000,0.25,7,1,0.8449955666262512,
117,2000,0.25,3,5,0.6945046875000002,
118,2000,0.25,0,8,0.5483572767020616,
119,2000,0.25,0,8,0.3941875000000003,
120,2000,0.25,6,2,0.31575,
121,2000,0.25,7,1,0.2480611366902963,
122,2000,0.25,6,2,0.16241250000000015,
123,2000,0.25,2,6,0.18031796706181166,
124,2000,0.25,8,0,0.12709999999999996,
125,2000,0.25,7,1,0.103125,
126,2000,0.25,0,8,0.07363125000000002,
127,2000,0.25,7,1,0.07937500000000006,
128,2000,0.25,3,5,0.042800000000000005,
129,2000,0.25,4,4,0.031846875,
130,2000,0.25,0,8,0.023562500000000014,
