reserve,impressions,demand_factor,WE,WF,revenue_mean
130,2000,1.25,8,0,0.06378125000000001
0,2000,1.5,2,6,14.400110996645287
1,2000,1.5,1,7,10.410573790639226
2,2000,1.5,1,7,12.656855441921635
3,2000,1.5,0,8,10.970965495791843
4,2000,1.5,1,7,15.291175555970558
5,2000,1.5,1,7,17.36770470649763
6,2000,1.5,0,8,15.989223873661757
7,2000,1.5,0,8,19.578053190352787
8,2000,1.5,1,7,22.958660839649475
9,2000,1.5,1,7,24.67395744156063
10,2000,1.5,1,7,26.94997754420635
11,2000,1.5,1,7,28.62326064143864
12,2000,1.5,1,7,29.925608854897085
13,2000,1.5,0,8,29.662716310732712
14,2000,1.5,1,7,33.770769203189644
15,2000,1.5,2,6,37.036471835756494
16,2000,1.5,1,7,36.65857744294085
17,2000,1.5,0,8,35.72390000615418
18,2000,1.5,1,7,39.62464917659688
19,2000,1.5,1,7,42.32940792372743
20,2000,1.5,2,6,44.470738410462296
21,2000,1.5,0,8,42.90068066024833
22,2000,1.5,1,7,45.4074091343707
23,2000,1.5,1,7,46.69671356787243
24,2000,1.5,2,6,49.284785480608925
25,2000,1.5,2,6,50.37006358760671
26,2000,1.5,2,6,51.79036726244016
27,2000,1.5,1,7,51.65526292818435
28,2000,1.5,0,8,50.608548843931246
29,2000,1.5,1,7,53.012274356459464
30,2000,1.5,1,7,54.09039324596918
31,2000,1.5,0,8,54.12011880383223
32,2000,1.5,1,7,56.66949593827669
33,2000,1.5,0,8,56.40207505478029
34,2000,1.5,0,8,56.28632043979511
35,2000,1.5,0,8,59.04068469034961
36,2000,1.5,0,8,60.04425405502318
37,2000,1.5,0,8,59.640513230044576
38,2000,1.5,0,8,61.67108815067131
39,2000,1.5,0,8,62.48033851736451
40,2000,1.5,0,8,62.51340847238585
41,2000,1.5,0,8,64.11021888707594
42,2000,1.5,0,8,65.1151824023251
43,2000,1.5,0,8,65.07437452817493
44,2000,1.5,0,8,64.82765433575851
45,2000,1.5,0,8,65.4563147145585
46,2000,1.5,0,8,65.62911916770588
47,2000,1.5,0,8,67.00489385814511
48,2000,1.5,0,8,67.41138481448094
49,2000,1.5,0,8,68.33035329405907
50,2000,1.5,0,8,69.26382235981359
51,2000,1.5,0,8,67.69193594843664
52,2000,1.5,0,8,69.6628253223612
53,2000,1.5,0,8,68.54083292285708
54,2000,1.5,0,8,68.44465871840778
55,2000,1.5,0,8,70.13775623332872
56,2000,1.5,0,8,71.40023700794197
57,2000,1.5,0,8,71.5437613105484
58,2000,1.5,0,8,72.296293206676
59,2000,1.5,0,8,71.92440826811489
60,2000,1.5,0,8,70.73507558041148
61,2000,1.5,0,8,71.50829511958072
62,2000,1.5,0,8,72.27077279734509
63,2000,1.5,0,8,72.86794139570709
64,2000,1.5,0,8,71.32133166642356
65,2000,1.5,0,8,72.47981412725531
66,2000,1.5,0,8,72.94789855636697
67,2000,1.5,0,8,72.89072038022312
68,2000,1.5,0,8,73.1823812356878
69,2000,1.5,0,8,73.62462108791513
70,2000,1.5,0,8,73.24203761506064
71,2000,1.5,0,8,73.33994843335492
72,2000,1.5,0,8,72.82161343268828
73,2000,1.5,0,8,73.01000636622047
74,2000,1.5,0,8,74.076896042225
75,2000,1.5,0,8,73.74075564800287
76,2000,1.5,0,8,73.78395017511762
77,2000,1.5,0,8,75.3901003073872
78,2000,1.5,0,8,71.83481951748408
79,2000,1.5,0,8,73.36878087066833
80,2000,1.5,0,8,71.54474245162898
81,2000,1.5,0,8,73.75454720047487
82,2000,1.5,0,8,71.87396064325183
83,2000,1.5,0,8,72.57122628414156
84,2000,1.5,0,8,71.59235646614302
85,2000,1.5,0,8,69.74168721817382
86,2000,1.5,0,8,69.24418702853531
87,2000,1.5,0,8,70.99783696059416
88,2000,1.5,0,8,67.23476882430373
89,2000,1.5,0,8,64.06401833848342
90,2000,1.5,0,8,61.32229834907386
91,2000,1.5,0,8,61.11509089943458
92,2000,1.5,0,8,59.133437076299664
93,2000,1.5,0,8,60.96097896007402
94,2000,1.5,0,8,55.39746522810569
95,2000,1.5,0,8,54.403375699958715
96,2000,1.5,0,8,53.56318767526085
97,2000,1.5,0,8,50.90750176209472
98,2000,1.5,0,8,45.47042867951139
99,2000,1.5,0,8,42.9438673568326
100,2000,1.5,0,8,41.94322805792257
101,2000,1.5,0,8,37.73750404231856
102,2000,1.5,0,8,35.18061814550295
103,2000,1.5,0,8,30.425136411340794
104,2000,1.5,0,8,28.39654809809535
105,2000,1.5,1,7,27.530717585448127
106,2000,1.5,0,8,24.735331768545713
107,2000,1.5,1,7,19.15080340220829
108,2000,1.5,0,8,18.07293048490548
109,2000,1.5,0,8,16.779187500000035
110,2000,1.5,1,7,13.256567630461856
111,2000,1.5,1,7,11.237015625000007
112,2000,1.5,6,2,9.888256021434508
113,2000,1.5,1,7,8.691341218082364
114,2000,1.5,1,7,7.650825000000014
115,2000,1.5,2,6,5.636994700241956
116,2000,1.5,0,8,3.909199999999999
117,2000,1.5,3,5,4.223923076521759
118,2000,1.5,4,4,2.616147873609683
119,2000,1.5,0,8,2.338349999999998
120,2000,1.5,0,8,2.1026250000000006
121,2000,1.5,7,1,1.5857582598675897
122,2000,1.5,7,1,1.253549999999999
123,2000,1.5,3,5,0.9574781249999996
124,2000,1.5,4,4,0.998975
125,2000,1.5,4,4,0.5576171875
126,2000,1.5,8,0,0.3618562499999999
127,2000,1.5,2,6,0.26451718750000003
128,2000,1.5,8,0,0.14220000000000008
129,2000,1.5,0,8,0.1685062500000001
130,2000,1.5,6,2,0.1137500000000001
0,2000,1.75,0,8,7.0520021518926255
1,2000,1.75,0,8,8.615593765506878
2,2000,1.75,0,8,10.592090990972393
3,2000,1.75,0,8,12.537357152568118
4,2000,1.75,0,8,13.410487260635493
5,2000,1.75,1,7,18.784939616387977
6,2000,1.75,0,8,17.895689645682246
7,2000,1.75,0,8,20.047498181212905
8,2000,1.75,1,7,24.297124088040245
9,2000,1.75,0,8,24.332529186305354
10,2000,1.75,0,8,25.125541296121074
11,2000,1.75,0,8,27.003406068564342
12,2000,1.75,0,8,27.433796700311685
13,2000,1.75,0,8,29.977036214265965
14,2000,1.75,0,8,33.191096063711804
15,2000,1.75,0,8,34.31494293274532
16,2000,1.75,0,8,35.953386499054076
17,2000,1.75,1,7,39.56211199129878
18,2000,1.75,0,8,38.33415645589747
19,2000,1.75,0,8,40.081392583586414
20,2000,1.75,0,8,42.26745393222353
21,2000,1.75,1,7,45.424934520360345
22,2000,1.75,0,8,45.594960799137525
23,2000,1.75,0,8,47.40698138903071
24,2000,1.75,0,8,49.681794088433925
25,2000,1.75,0,8,50.38039988244979
26,2000,1.75,0,8,52.861083107031575
27,2000,1.75,1,7,54.537854390728754
28,2000,1.75,0,8,55.08983924659122
29,2000,1.75,0,8,55.54913593411057
30,2000,1.75,1,7,58.68233601958687
31,2000,1.75,0,8,58.69999082972672
32,2000,1.75,1,7,60.14841134474062
33,2000,1.75,0,8,60.13826660698752
34,2000,1.75,1,7,61.407430062027025
35,2000,1.75,0,8,63.14723841022806
36,2000,1.75,1,7,64.95700004892502
37,2000,1.75,0,8,65.65495136837792
38,2000,1.75,0,8,67.02289713767503
39,2000,1.75,0,8,67.04915290770919
40,2000,1.75,0,8,65.72153297172936
41,2000,1.75,0,8,68.05887091838596
42,2000,1.75,0,8,69.03796322077312
43,2000,1.75,0,8,70.63793380025471
44,2000,1.75,0,8,70.6845614964114
45,2000,1.75,0,8,72.9741493258817
46,2000,1.75,0,8,72.32011042820315
47,2000,1.75,0,8,71.2427815683045
48,2000,1.75,0,8,74.60309733739818
49,2000,1.75,0,8,74.00765270146421
50,2000,1.75,0,8,74.89424538911615
51,2000,1.75,0,8,75.05520078481149
52,2000,1.75,0,8,76.67311128230307
53,2000,1.75,0,8,76.63923662378045
54,2000,1.75,0,8,78.94546334985812
55,2000,1.75,0,8,76.57240586895212
56,2000,1.75,0,8,78.32351310194669
57,2000,1.75,0,8,79.60435343223726
58,2000,1.75,0,8,81.24330268983125
59,2000,1.75,0,8,78.83179785260407
60,2000,1.75,0,8,80.69582792222583
61,2000,1.75,0,8,82.63762658435743
62,2000,1.75,0,8,82.25690298201077
63,2000,1.75,0,8,81.84660600360853
64,2000,1.75,0,8,81.39045432705103
65,2000,1.75,0,8,82.37960947276015
66,2000,1.75,0,8,82.01250418930081
67,2000,1.75,0,8,82.64642589328727
68,2000,1.75,0,8,83.54852694539736
69,2000,1.75,0,8,85.1665721434176
70,2000,1.75,0,8,84.74624405678037
71,2000,1.75,0,8,83.95301714685567
72,2000,1.75,0,8,84.22713142661416
73,2000,1.75,0,8,82.54629926795715
74,2000,1.75,0,8,83.83560334613841
75,2000,1.75,0,8,83.77443342441612
76,2000,1.75,0,8,83.40713155068084
77,2000,1.75,0,8,82.84976565898887
78,2000,1.75,0,8,84.4580903893156
79,2000,1.75,0,8,83.48899496513852
80,2000,1.75,0,8,84.69497842879755
81,2000,1.75,0,8,83.70849917786217
82,2000,1.75,0,8,79.20803723314862
83,2000,1.75,0,8,85.48395432590152
84,2000,1.75,0,8,81.2374052665751
85,2000,1.75,0,8,81.1622910229905
86,2000,1.75,0,8,82.29445911861784
87,2000,1.75,0,8,80.38707211352786
88,2000,1.75,0,8,77.91709625139673
89,2000,1.75,0,8,76.64652578434628
90,2000,1.75,0,8,74.52639901522552
91,2000,1.75,0,8,73.08336620181088
92,2000,1.75,0,8,72.81905781048854
93,2000,1.75,0,8,66.47320183520304
94,2000,1.75,0,8,67.42343988795228
95,2000,1.75,0,8,62.94146476204625
96,2000,1.75,0,8,60.26702759355732
97,2000,1.75,0,8,55.566428280113584
98,2000,1.75,0,8,54.195094787758045
99,2000,1.75,0,8,48.38165867175154
100,2000,1.75,0,8,47.72021100987709
101,2000,1.75,0,8,43.04361854506382
102,2000,1.75,0,8,38.84180679338558
103,2000,1.75,0,8,40.22562724530211
104,2000,1.75,0,8,32.997902947233854
105,2000,1.75,0,8,32.36082526523886
106,2000,1.75,8,0,25.15945054919695
107,2000,1.75,1,7,23.794204998593436
108,2000,1.75,0,8,19.264006425664853
109,2000,1.75,0,8,17.195431250000038
110,2000,1.75,0,8,14.883515624999974
111,2000,1.75,0,8,12.536199010568962
112,2000,1.75,0,8,12.553800000000024
113,2000,1.75,1,7,10.54429534735034
114,2000,1.75,1,7,7.439925000000019
115,2000,1.75,2,6,6.0275479281856885
116,2000,1.75,0,8,4.750924999999999
117,2000,1.75,4,4,4.916197383480867
118,2000,1.75,5,3,3.57109163868952
119,2000,1.75,0,8,2.8206718749999964
120,2000,1.75,2,6,2.520749999999999
121,2000,1.75,0,8,2.0214562499999995
122,2000,1.75,4,4,1.7848218749999991
123,2000,1.75,1,7,1.0274343749999988
124,2000,1.75,4,4,1.2392250000000014
125,2000,1.75,5,3,0.5820312500000001
126,2000,1.75,7,1,0.5114812500000001
127,2000,1.75,3,5,0.31988125000000023
128,2000,1.75,2,6,0.18760000000000013
129,2000,1.75,8,0,0.13222500000000004
130,2000,1.75,8,0,0.048750000000000064
0,2000,2.0,0,8,7.631942933679002
1,2000,2.0,0,8,11.801391787342894
2,2000,2.0,0,8,13.629668712005046
3,2000,2.0,0,8,12.78742988741071
4,2000,2.0,0,8,16.925675186481993
5,2000,2.0,0,8,19.045866990613288
6,2000,2.0,0,8,20.136618302182104
7,2000,2.0,0,8,22.185470019952394
8,2000,2.0,0,8,22.408141618536533
9,2000,2.0,0,8,25.869460020405803
10,2000,2.0,0,8,27.365521944034754
11,2000,2.0,0,8,29.751533576767656
12,2000,2.0,0,8,30.626734292485853
13,2000,2.0,0,8,33.93794832861787
14,2000,2.0,0,8,34.21533048816679
15,2000,2.0,0,8,36.63225308888634
16,2000,2.0,0,8,37.798839587798355
17,2000,2.0,0,8,39.59139115332752
18,2000,2.0,0,8,41.51807521467321
19,2000,2.0,0,8,41.87980697596256
20,2000,2.0,0,8,45.864107106810714
21,2000,2.0,0,8,47.87180253848448
22,2000,2.0,0,8,48.071892547195986
23,2000,2.0,0,8,50.68879965390372
24,2000,2.0,0,8,53.17305950491102
25,2000,2.0,0,8,54.5365459805541
26,2000,2.0,0,8,56.49569379178603
27,2000,2.0,0,8,56.46451940512721
28,2000,2.0,0,8,59.46553693903356
29,2000,2.0,0,8,60.042378008145654
30,2000,2.0,0,8,59.77374541265989
31,2000,2.0,0,8,63.81445462342023
32,2000,2.0,0,8,62.08583306730485
33,2000,2.0,0,8,64.32269063422714
34,2000,2.0,0,8,64.33514408429488
35,2000,2.0,0,8,67.80929080555148
36,2000,2.0,0,8,67.7581478277314
37,2000,2.0,0,8,71.41638050484288
38,2000,2.0,0,8,72.04809135000866
39,2000,2.0,0,8,71.91473352917345
40,2000,2.0,0,8,74.79046638252572
41,2000,2.0,0,8,74.51942364281922
42,2000,2.0,0,8,75.02710430958228
43,2000,2.0,0,8,74.34909535317033
44,2000,2.0,0,8,79.84573867699137
45,2000,2.0,0,8,78.65483396017066
46,2000,2.0,0,8,79.37613985356455
47,2000,2.0,0,8,81.51877601825176
48,2000,2.0,0,8,81.21151688882584
49,2000,2.0,0,8,82.27327005106606
50,2000,2.0,0,8,81.94043783700154
51,2000,2.0,0,8,84.7870248508635
52,2000,2.0,0,8,86.32221317958711
53,2000,2.0,0,8,84.74323251700443
54,2000,2.0,0,8,87.15862090240734
55,2000,2.0,0,8,88.98874576072187
56,2000,2.0,0,8,88.61721865401427
57,2000,2.0,0,8,87.70142743035541
58,2000,2.0,0,8,89.25689416252594
59,2000,2.0,0,8,90.0620245343367
60,2000,2.0,0,8,89.10306940458857
61,2000,2.0,0,8,89.12476099073137
62,2000,2.0,0,8,91.88614563909395
63,2000,2.0,0,8,91.02724132005191
64,2000,2.0,0,8,91.60266691468273
65,2000,2.0,0,8,89.47632504377874
66,2000,2.0,0,8,93.54435245862759
67,2000,2.0,0,8,95.6225292701096
68,2000,2.0,0,8,91.60686647007552
69,2000,2.0,0,8,92.84160255247507
70,2000,2.0,0,8,92.2351304138505
71,2000,2.0,0,8,93.48471155149984
72,2000,2.0,0,8,96.01389176667101
73,2000,2.0,0,8,93.69581207155798
74,2000,2.0,0,8,95.31081852258127
75,2000,2.0,0,8,92.32860845303406
76,2000,2.0,0,8,97.71209527458099
77,2000,2.0,0,8,93.20605232345687
78,2000,2.0,0,8,95.6315186114454
79,2000,2.0,0,8,93.38091317439144
80,2000,2.0,0,8,96.86593455960728
81,2000,2.0,0,8,94.39600748259828
82,2000,2.0,0,8,94.28469003709804
83,2000,2.0,0,8,93.42405277911051
84,2000,2.0,0,8,94.6333823763268
85,2000,2.0,0,8,90.10355586297895
86,2000,2.0,0,8,91.45907438544859
87,2000,2.0,0,8,92.71881190648105
88,2000,2.0,0,8,88.55701929172956
89,2000,2.0,0,8,88.6736550774016
90,2000,2.0,0,8,87.30764655230409
91,2000,2.0,0,8,81.49661919973245
92,2000,2.0,0,8,81.93393674723359
93,2000,2.0,0,8,79.92392544602
94,2000,2.0,0,8,75.23522020486318
95,2000,2.0,0,8,71.00926142339024
96,2000,2.0,0,8,66.51066597955149
97,2000,2.0,0,8,63.942595575820214
98,2000,2.0,0,8,59.94064876330207
99,2000,2.0,0,8,59.0852414948885
100,2000,2.0,0,8,52.7609777378255
101,2000,2.0,0,8,48.24318085734465
102,2000,2.0,0,8,46.08104697020028
103,2000,2.0,0,8,43.152352466414825
104,2000,2.0,0,8,38.493259064134406
105,2000,2.0,0,8,34.17013451580111
106,2000,2.0,0,8,30.672818235804915
107,2000,2.0,0,8,26.09622147276121
108,2000,2.0,1,7,23.89571546762014
109,2000,2.0,6,2,20.348736912098992
110,2000,2.0,0,8,17.955664732335773
111,2000,2.0,0,8,15.55951066272437
112,2000,2.0,2,6,13.798912609819045
113,2000,2.0,0,8,11.184392433148236
114,2000,2.0,5,3,9.371292311190528
115,2000,2.0,1,7,7.599703125000016
116,2000,2.0,6,2,6.108272214809863
117,2000,2.0,2,6,5.236340614472779
118,2000,2.0,0,8,4.188446875000012
119,2000,2.0,0,8,3.7953562499999953
120,2000,2.0,6,2,2.5441446215042816
121,2000,2.0,2,6,1.9503687500000009
122,2000,2.0,1,7,1.2051312499999995
123,2000,2.0,0,8,0.837937500000001
124,2000,2.0,0,8,0.7765500000000003
125,2000,2.0,1,7,0.707421875
126,2000,2.0,7,1,0.6601218749999995
127,2000,2.0,0,8,0.3190875000000005
128,2000,2.0,8,0,0.21240000000000006
129,2000,2.0,5,3,0.23280468750000005
130,2000,2.0,8,0,0.13365624999999995
0,2000,2.25,0,8,10.446468669249024
1,2000,2.25,0,8,12.35547584361225
2,2000,2.25,0,8,14.379130329390755
3,2000,2.25,0,8,14.335500473582456
4,2000,2.25,0,8,15.379539748583028
5,2000,2.25,0,8,19.742777110737947
6,2000,2.25,0,8,22.61376388736457
7,2000,2.25,0,8,23.58909929727747
8,2000,2.25,0,8,24.56083202152789
9,2000,2.25,0,8,25.85199813529037
10,2000,2.25,0,8,27.413507387080234
11,2000,2.25,0,8,29.91243213524579
12,2000,2.25,0,8,30.768930467466035
13,2000,2.25,0,8,32.94102763252294
14,2000,2.25,0,8,35.326775266612785
15,2000,2.25,0,8,37.09441350387562
16,2000,2.25,0,8,41.14745189507103
17,2000,2.25,0,8,42.13579866201749
18,2000,2.25,0,8,43.810933511306345
19,2000,2.25,0,8,44.69675846949377
20,2000,2.25,0,8,46.8790079992354
21,2000,2.25,0,8,49.746444167689816
22,2000,2.25,0,8,48.585483810450924
23,2000,2.25,0,8,52.54307199215235
24,2000,2.25,0,8,53.052529011067
25,2000,2.25,0,8,55.79892957519253
26,2000,2.25,0,8,57.57349044989103
27,2000,2.25,0,8,58.50709456111728
28,2000,2.25,0,8,60.26926532442339
29,2000,2.25,0,8,62.03162383067704
30,2000,2.25,0,8,63.64667112005048
31,2000,2.25,0,8,63.82019070771751
32,2000,2.25,0,8,65.56772533993436
33,2000,2.25,0,8,68.94065105955241
34,2000,2.25,0,8,69.34596996514216
35,2000,2.25,0,8,71.08613442941255
36,2000,2.25,0,8,72.1527583285715
37,2000,2.25,0,8,73.49490232908505
38,2000,2.25,0,8,73.02513127900447
39,2000,2.25,0,8,75.53935864651045
40,2000,2.25,0,8,75.8833888259804
41,2000,2.25,0,8,76.57140723605444
42,2000,2.25,0,8,79.44172503519391
43,2000,2.25,0,8,79.72138523411097
44,2000,2.25,0,8,80.93421042857365
45,2000,2.25,0,8,82.22610771467252
46,2000,2.25,0,8,82.36657341201283
47,2000,2.25,0,8,84.98865001802076
48,2000,2.25,0,8,88.26753495442856
49,2000,2.25,2,6,85.65225942514365
50,2000,2.25,0,8,88.11579560047426
51,2000,2.25,0,8,88.65352970083897
52,2000,2.25,0,8,89.5177050158868
53,2000,2.25,0,8,90.88449015116079
54,2000,2.25,8,0,91.69839199184256
55,2000,2.25,0,8,93.89294615684635
56,2000,2.25,0,8,94.18310443215084
57,2000,2.25,0,8,94.63714719121019
58,2000,2.25,0,8,95.20455222175288
59,2000,2.25,0,8,98.55682758074529
60,2000,2.25,0,8,94.9457980073854
61,2000,2.25,0,8,96.8496173108113
62,2000,2.25,0,8,98.76837173995868
63,2000,2.25,0,8,98.65357882324864
64,2000,2.25,0,8,99.20810870632563
65,2000,2.25,0,8,103.00095008234072
66,2000,2.25,0,8,100.95178856121252
67,2000,2.25,0,8,100.12796670012831
68,2000,2.25,0,8,102.06594500941314
69,2000,2.25,0,8,103.15428900172756
70,2000,2.25,1,7,104.31145577407818
71,2000,2.25,0,8,102.35138185554385
72,2000,2.25,0,8,103.54682312413843
73,2000,2.25,0,8,106.67325766458141
74,2000,2.25,0,8,103.73228694008213
75,2000,2.25,0,8,104.0654783732457
76,2000,2.25,0,8,105.07903408818844
77,2000,2.25,0,8,105.67492179645431
78,2000,2.25,0,8,103.58016657788212
79,2000,2.25,0,8,105.64264788848595
80,2000,2.25,0,8,106.68414236788358
81,2000,2.25,0,8,105.17491328761531
82,2000,2.25,0,8,102.77778551716445
83,2000,2.25,0,8,104.6971635181967
84,2000,2.25,0,8,104.88459017327006
85,2000,2.25,0,8,103.67386868043914
86,2000,2.25,0,8,100.89222654052536
87,2000,2.25,0,8,101.82404381258672
88,2000,2.25,0,8,98.6735599001782
89,2000,2.25,0,8,96.0800783729447
90,2000,2.25,0,8,91.47436382689223
91,2000,2.25,0,8,91.99130131048629
92,2000,2.25,0,8,89.47978350248721
93,2000,2.25,0,8,90.67586876862431
94,2000,2.25,0,8,85.19295675727368
95,2000,2.25,0,8,82.41758310327606
96,2000,2.25,0,8,74.56570647316492
97,2000,2.25,0,8,72.80560616606563
98,2000,2.25,0,8,65.45259150384707
99,2000,2.25,0,8,63.541824108016385
100,2000,2.25,0,8,60.50829690051384
101,2000,2.25,0,8,54.195327978446684
102,2000,2.25,0,8,57.84122596894628
103,2000,2.25,0,8,46.57782177347539
104,2000,2.25,0,8,43.45254167060157
105,2000,2.25,0,8,37.166793709225814
106,2000,2.25,0,8,34.163088402795616
107,2000,2.25,0,8,27.9637812499999
108,2000,2.25,0,8,27.071887500000052
109,2000,2.25,0,8,23.99669062500004
110,2000,2.25,0,8,21.25979779982046
111,2000,2.25,0,8,18.680779687500056
112,2000,2.25,0,8,14.911050000000028
113,2000,2.25,2,6,13.041259374999974
114,2000,2.25,5,3,10.128516209476343
115,2000,2.25,4,4,9.258684858685095
116,2000,2.25,0,8,6.778024999999998
117,2000,2.25,0,8,5.69204999999999
118,2000,2.25,2,6,5.784706613907725
119,2000,2.25,2,6,3.7585406249999953
120,2000,2.25,0,8,2.917499999999995
121,2000,2.25,1,7,2.5833500000000003
122,2000,2.25,5,3,1.542092154420923
123,2000,2.25,5,3,1.4994503681619764
124,2000,2.25,7,1,0.9540250000000008
125,2000,2.25,6,2,0.856640625
126,2000,2.25,0,8,0.7160343749999992
127,2000,2.25,7,1,0.4534296875000004
128,2000,2.25,0,8,0.3450000000000001
129,2000,2.25,8,0,0.11529375000000013
130,2000,2.25,0,8,0.2266500622665017
0,2000,2.5,0,8,12.785536537098617
1,2000,2.5,0,8,15.505812056848214
2,2000,2.5,0,8,15.35221566352024
3,2000,2.5,0,8,17.71338738393195
4,2000,2.5,0,8,21.13434341538609
5,2000,2.5,0,8,21.403499776648427
6,2000,2.5,0,8,22.85408915990352
7,2000,2.5,0,8,24.34367180184865
8,2000,2.5,0,8,26.71481932183769
9,2000,2.5,0,8,28.696601773311485
10,2000,2.5,0,8,31.289852604626265
11,2000,2.5,0,8,32.49287515569721
12,2000,2.5,0,8,35.38685867493214
13,2000,2.5,0,8,35.658848919808825
14,2000,2.5,0,8,36.018283215894435
15,2000,2.5,0,8,38.733069180148675
16,2000,2.5,0,8,41.91051489324678
17,2000,2.5,0,8,45.256922797808635
18,2000,2.5,0,8,44.72424642379505
19,2000,2.5,0,8,47.499242635783176
20,2000,2.5,0,8,48.5140758886765
21,2000,2.5,0,8,49.86691553239675
22,2000,2.5,0,8,53.167874191857074
23,2000,2.5,0,8,53.77047182267788
24,2000,2.5,0,8,55.24977088301553
25,2000,2.5,0,8,58.2512940533269
26,2000,2.5,0,8,61.04628615239348
27,2000,2.5,0,8,61.72734548528043
28,2000,2.5,0,8,63.22628013307576
29,2000,2.5,0,8,62.82536846134892
30,2000,2.5,0,8,66.58107495300771
31,2000,2.5,0,8,66.14718906420825
32,2000,2.5,0,8,70.6456810408783
33,2000,2.5,0,8,70.36912547303143
34,2000,2.5,0,8,71.91984428103825
35,2000,2.5,0,8,73.07792485757975
36,2000,2.5,0,8,73.40346824642378
37,2000,2.5,0,8,76.43494651614735
38,2000,2.5,0,8,79.53963589128044
39,2000,2.5,0,8,78.40728376395344
40,2000,2.5,0,8,81.44548187091763
41,2000,2.5,0,8,82.99252046012373
42,2000,2.5,0,8,83.43296943917075
43,2000,2.5,0,8,85.8886024405236
44,2000,2.5,0,8,87.7065171366963
45,2000,2.5,0,8,87.0264273422635
46,2000,2.5,0,8,88.78262606427528
47,2000,2.5,0,8,90.55361170080435
48,2000,2.5,0,8,91.2622868543594
49,2000,2.5,0,8,90.40092121424387
50,2000,2.5,0,8,90.69378204891187
51,2000,2.5,0,8,95.63153242516728
52,2000,2.5,0,8,94.40054506058895
53,2000,2.5,0,8,98.99013625693595
54,2000,2.5,0,8,97.4545542216831
55,2000,2.5,0,8,97.0301118169367
56,2000,2.5,0,8,101.8386216372598
57,2000,2.5,0,8,99.7205641353504
58,2000,2.5,0,8,100.93503139059912
59,2000,2.5,0,8,101.4215853728616
60,2000,2.5,0,8,103.11112547233708
61,2000,2.5,0,8,103.02178857148563
62,2000,2.5,0,8,106.95769206352743
63,2000,2.5,0,8,106.86316722937944
64,2000,2.5,0,8,104.12764910926106
65,2000,2.5,0,8,106.18747472986595
66,2000,2.5,0,8,107.66533315651225
67,2000,2.5,0,8,107.47981474886524
68,2000,2.5,0,8,108.10895575174105
69,2000,2.5,0,8,109.91453185232537
70,2000,2.5,0,8,109.86542105990571
71,2000,2.5,0,8,112.7729419166657
72,2000,2.5,0,8,113.0891198427452
73,2000,2.5,0,8,112.58764928565826
74,2000,2.5,0,8,111.85631941145122
75,2000,2.5,0,8,116.05856286442598
76,2000,2.5,0,8,112.30227146367413
77,2000,2.5,0,8,112.99659485753612
78,2000,2.5,0,8,113.73404805665129
79,2000,2.5,0,8,116.22877129916586
80,2000,2.5,0,8,113.79136326608472
81,2000,2.5,0,8,111.43197981346762
82,2000,2.5,0,8,111.9047505839048
83,2000,2.5,0,8,117.44717730792856
84,2000,2.5,0,8,114.11994487071414
85,2000,2.5,0,8,111.97995365836158
86,2000,2.5,0,8,109.67526208441969
87,2000,2.5,0,8,107.89254978848507
88,2000,2.5,0,8,111.26528721299731
89,2000,2.5,0,8,106.057885778073
90,2000,2.5,0,8,102.24844019869515
91,2000,2.5,0,8,101.23321132347931
92,2000,2.5,0,8,97.70583117016814
93,2000,2.5,0,8,92.48695842269144
94,2000,2.5,0,8,93.59611287173657
95,2000,2.5,0,8,87.58997686746115
96,2000,2.5,0,8,81.93851567940116
97,2000,2.5,0,8,79.55113015971618
98,2000,2.5,0,8,76.6121285358487
99,2000,2.5,0,8,72.4531180784642
100,2000,2.5,0,8,72.49387044263696
101,2000,2.5,1,7,63.26818071912167
102,2000,2.5,0,8,57.022879467737724
103,2000,2.5,0,8,56.04497497593014
104,2000,2.5,0,8,45.703168260285814
105,2000,2.5,0,8,39.95752714329512
106,2000,2.5,0,8,37.576991806698864
107,2000,2.5,0,8,35.2612294381851
108,2000,2.5,8,0,29.57635474190887
109,2000,2.5,0,8,29.318624209712898
110,2000,2.5,0,8,22.579046633258578
111,2000,2.5,2,6,18.89552410391003
112,2000,2.5,0,8,14.997850000000028
113,2000,2.5,0,8,16.048977958480588
114,2000,2.5,0,8,12.027712500000039
115,2000,2.5,2,6,9.942305295950176
116,2000,2.5,0,8,8.06489999999999
117,2000,2.5,0,8,6.181987499999994
118,2000,2.5,1,7,5.072893750000016
119,2000,2.5,0,8,5.672581249999994
120,2000,2.5,0,8,3.2776874999999936
121,2000,2.5,4,4,2.572573437499999
122,2000,2.5,1,7,1.9068218750000008
123,2000,2.5,2,6,1.689135937499999
124,2000,2.5,1,7,1.2646062500000022
125,2000,2.5,2,6,0.6423828125
126,2000,2.5,3,5,0.7898624999999986
127,2000,2.5,0,8,0.3619500000000007
128,2000,2.5,6,2,0.3389644416718643
129,2000,2.5,1,7,0.36019218750000026
130,2000,2.5,4,4,0.2287187500000005
0,2000,2.75,0,8,12.749564778250358
1,2000,2.75,0,8,15.970147667406767
2,2000,2.75,0,8,15.420510349698644
3,2000,2.75,0,8,19.275451497663965
4,2000,2.75,0,8,20.35302053270205
5,2000,2.75,0,8,20.60593586299954
6,2000,2.75,0,8,22.773980514754
