reserve,impressions,demand_factor,WE,WF,revenue_mean,opt_reserve
0,2000,2.0,0,8,7.631942933679002,0.8158753636201533
1,2000,2.0,0,8,11.801391787342894,0.7904625663727877
2,2000,2.0,0,8,13.629668712005046,0.7825925265823152
3,2000,2.0,0,8,12.78742988741071,0.8221074993444258
4,2000,2.0,0,8,16.925675186481993,0.8141574347497038
5,2000,2.0,0,8,19.045866990613288,0.804913678052087
6,2000,2.0,0,8,20.136618302182104,0.8057977094601042
7,2000,2.0,0,8,22.185470019952394,0.7734516840412333
8,2000,2.0,0,8,22.40814161853653,0.788147932317123
9,2000,2.0,0,8,25.869460020405803,0.8080769445820959
10,2000,2.0,0,8,27.365521944034754,0.8165110990128438
11,2000,2.0,0,8,29.751533576767656,0.8207823535191634
12,2000,2.0,0,8,30.626734292485853,0.796235824759325
13,2000,2.0,0,8,33.93794832861787,0.8140646084979494
14,2000,2.0,0,8,34.21533048816679,0.7962012041912011
15,2000,2.0,0,8,36.632253088886344,0.8123186661853892
16,2000,2.0,0,8,37.798839587798355,0.8088574058810313
17,2000,2.0,0,8,39.59139115332752,0.801257068712817
18,2000,2.0,0,8,41.51807521467321,0.794955615821992
19,2000,2.0,0,8,41.87980697596256,0.7900378642730004
20,2000,2.0,0,8,45.86410710681072,0.7908571821887057
21,2000,2.0,0,8,47.87180253848448,0.8305673977217813
22,2000,2.0,0,8,48.071892547195986,0.7887475494220214
23,2000,2.0,0,8,50.68879965390372,0.8107914754667105
24,2000,2.0,0,8,53.17305950491102,0.8075467753728547
25,2000,2.0,0,8,54.5365459805541,0.801584778108985
26,2000,2.0,0,8,56.49569379178603,0.8302365613526179
27,2000,2.0,0,8,56.46451940512721,0.7898925666325864
28,2000,2.0,0,8,59.46553693903356,0.7862734003160501
29,2000,2.0,0,8,60.04237800814565,0.782639127916687
30,2000,2.0,0,8,59.77374541265989,0.8016360691186453
31,2000,2.0,0,8,63.81445462342023,0.8104082432114817
32,2000,2.0,0,8,62.08583306730485,0.7947084778756458
33,2000,2.0,0,8,64.32269063422714,0.7902573139907413
34,2000,2.0,0,8,64.33514408429488,0.8148069153293821
35,2000,2.0,0,8,67.80929080555148,0.35000000000000003
36,2000,2.0,0,8,67.7581478277314,0.36
37,2000,2.0,0,8,71.41638050484288,0.37
