reserve,impressions,demand_factor,WE,WF,revenue_mean,opt_reserve
0,2000,2.75,0,8,12.749564778250358,0.8095939969259578
1,2000,2.75,0,8,15.970147667406767,0.7931080157690561
2,2000,2.75,0,8,15.420510349698644,0.8051057291111483
3,2000,2.75,0,8,19.275451497663965,0.7919822098162965
4,2000,2.75,0,8,20.35302053270205,0.8153583795455135
5,2000,2.75,0,8,20.60593586299954,0.8145414896501121
6,2000,2.75,0,8,22.773980514754,0.8032494323425781
7,2000,2.75,0,8,25.36427496406477,0.809279042462727
8,2000,2.75,0,8,29.03220652459643,0.795187853200983
9,2000,2.75,0,8,30.285502102658647,0.7981072621303261
10,2000,2.75,0,8,30.530435709589266,0.7925351880845338
11,2000,2.75,0,8,33.723141816951106,0.8240469825638219
12,2000,2.75,0,8,35.78166402739783,0.8320055686473311
13,2000,2.75,0,8,35.782538419955394,0.8293358290576452
14,2000,2.75,0,8,38.8264574088737,0.78898816844359
15,2000,2.75,0,8,43.6918998246593,0.8063468058096211
16,2000,2.75,0,8,39.577015819001176,0.8038020755125901
17,2000,2.75,0,8,43.23166475303496,0.8132547132285172
18,2000,2.75,0,8,45.951894549442294,0.7971390878354093
19,2000,2.75,0,8,49.060205167079076,0.7808214268645602
20,2000,2.75,0,8,49.05816872765902,0.8083012682917133
21,2000,2.75,0,8,51.36669037483202,0.8108029980465473
22,2000,2.75,0,8,54.39146403578661,0.8014890021778149
23,2000,2.75,0,8,56.95380017095145,0.8352729139146845
24,2000,2.75,0,8,56.42549653063422,0.8170285070226375
25,2000,2.75,0,8,59.82704841098313,0.8153011471934981
26,2000,2.75,0,8,61.09225070937392,0.8136674196422229
27,2000,2.75,0,8,60.67606153051722,0.8151528067784231
28,2000,2.75,0,8,64.58791530701559,0.7720002909538659
29,2000,2.75,0,8,66.02505261499597,0.8084287799880947
30,2000,2.75,0,8,67.44086423442481,0.8160098437634741
31,2000,2.75,0,8,68.69320728044225,0.8140779110218069
32,2000,2.75,0,8,71.34387238485415,0.8014529559023211
33,2000,2.75,0,8,72.71561067897316,0.7964085142968296
34,2000,2.75,0,8,75.1737328186354,0.8149354459673915
35,2000,2.75,0,8,76.16402638930973,0.7987060023470941
36,2000,2.75,0,8,78.15196770391235,0.828284648677167
37,2000,2.75,0,8,80.75428252716098,0.8096929532788203
38,2000,2.75,0,8,81.25837190289413,0.38
39,2000,2.75,0,8,81.40322632876472,0.39
40,2000,2.75,0,8,82.8348593315563,0.4
41,2000,2.75,0,8,86.05750309801975,0.41
42,2000,2.75,0,8,86.38020735275789,0.42
43,2000,2.75,0,8,87.59067228179305,0.43
44,2000,2.75,0,8,89.98164483626438,0.44
45,2000,2.75,0,8,91.96364939343692,0.45
46,2000,2.75,0,8,91.45879263576168,0.46
47,2000,2.75,0,8,93.37667044525743,0.47
48,2000,2.75,0,8,93.50092433898844,0.48
49,2000,2.75,0,8,95.6466496102471,0.49
50,2000,2.75,0,8,95.06986038196392,0.5
51,2000,2.75,0,8,96.45284140859978,0.51
52,2000,2.75,0,8,98.93274175415571,0.52
53,2000,2.75,0,8,99.55903826195377,0.53
54,2000,2.75,0,8,102.22894467028424,0.54
55,2000,2.75,0,8,102.36797293768512,0.55
56,2000,2.75,0,8,104.81223131093334,0.56
57,2000,2.75,0,8,105.97499660621321,0.5700000000000001
58,2000,2.75,0,8,103.22764432326149,0.58
59,2000,2.75,0,8,105.85263181364238,0.59
60,2000,2.75,0,8,110.52177217900156,0.6
61,2000,2.75,0,8,111.45525336279692,0.61
62,2000,2.75,0,8,110.48071415427978,0.62
63,2000,2.75,0,8,110.27580781966742,0.63
64,2000,2.75,0,8,110.68893495570715,0.64
65,2000,2.75,0,8,111.12143785433331,0.65
66,2000,2.75,0,8,112.78519277040847,0.66
67,2000,2.75,0,8,113.03772509424678,0.67
68,2000,2.75,0,8,115.44829649143064,0.68
69,2000,2.75,0,8,114.46797543755345,0.6900000000000001
70,2000,2.75,0,8,117.17552128928354,0.7000000000000001
71,2000,2.75,0,8,115.32402615633112,0.71
72,2000,2.75,0,8,117.56513591943606,0.72
73,2000,2.75,0,8,118.9663736094163,0.73
74,2000,2.75,0,8,118.97502288049034,0.74
75,2000,2.75,0,8,117.97913453699778,0.75
76,2000,2.75,0,8,119.93353353279913,0.76
77,2000,2.75,0,8,121.10107854972121,0.77
78,2000,2.75,0,8,118.7461937078806,0.78
79,2000,2.75,0,8,123.07597799453508,0.79
80,2000,2.75,0,8,124.52706778170672,0.8
81,2000,2.75,0,8,121.16385547722021,0.81
82,2000,2.75,0,8,117.38745240315001,0.8200000000000001
83,2000,2.75,0,8,120.70013109769012,0.8300000000000001
84,2000,2.75,0,8,120.69588258825024,0.84
85,2000,2.75,0,8,119.90640375975208,0.85
86,2000,2.75,0,8,114.26471326828823,0.86
87,2000,2.75,0,8,114.7211532010906,0.87
88,2000,2.75,0,8,111.71059084361193,0.88
89,2000,2.75,0,8,113.05709452323444,0.89
90,2000,2.75,0,8,109.73863868452057,0.9
91,2000,2.75,0,8,111.1208035626398,
92,2000,2.75,0,8,104.15410075274492,
93,2000,2.75,0,8,105.40548527742048,
