WE,WF,impressions,demand_factor,direction_100,direction_200
7,0,2000,0.25,f,f
6,1,2000,0.25,f,f
5,2,2000,0.25,f,f
4,3,2000,0.25,f,s
3,4,2000,0.25,f,b
2,5,2000,0.25,s,b
1,6,2000,0.25,b,b
0,7,2000,0.25,b,b
7,0,2000,0.5,f,f
6,1,2000,0.5,f,f
5,2,2000,0.5,f,f
4,3,2000,0.5,f,f
3,4,2000,0.5,f,f
2,5,2000,0.5,s,s
1,6,2000,0.5,s,b
0,7,2000,0.5,s,b
7,0,2000,0.75,f,f
6,1,2000,0.75,f,f
5,2,2000,0.75,f,f
4,3,2000,0.75,f,f
3,4,2000,0.75,f,f
2,5,2000,0.75,s,f
1,6,2000,0.75,b,s
0,7,2000,0.75,b,b
7,0,2000,1.0,f,f
6,1,2000,1.0,f,f
5,2,2000,1.0,f,f
4,3,2000,1.0,f,f
3,4,2000,1.0,f,f
2,5,2000,1.0,s,s
1,6,2000,1.0,b,b
0,7,2000,1.0,b,b
7,0,2000,1.25,f,f
6,1,2000,1.25,f,f
5,2,2000,1.25,f,f
4,3,2000,1.25,f,f
3,4,2000,1.25,f,f
2,5,2000,1.25,f,f
1,6,2000,1.25,f,s
0,7,2000,1.25,s,b
7,0,2000,1.5,f,f
6,1,2000,1.5,f,f
5,2,2000,1.5,f,f
4,3,2000,1.5,f,f
3,4,2000,1.5,f,f
2,5,2000,1.5,f,f
1,6,2000,1.5,f,f
0,7,2000,1.5,s,s
7,0,2000,1.75,f,f
6,1,2000,1.75,f,f
5,2,2000,1.75,f,f
4,3,2000,1.75,f,f
3,4,2000,1.75,f,f
2,5,2000,1.75,f,f
1,6,2000,1.75,f,f
0,7,2000,1.75,s,s
7,0,2000,2.0,f,f
6,1,2000,2.0,f,f
5,2,2000,2.0,f,f
4,3,2000,2.0,f,f
3,4,2000,2.0,f,f
2,5,2000,2.0,s,f
1,6,2000,2.0,s,f
0,7,2000,2.0,s,s
7,0,2000,2.25,f,f
6,1,2000,2.25,f,f
5,2,2000,2.25,f,f
4,3,2000,2.25,f,f
3,4,2000,2.25,f,f
2,5,2000,2.25,f,f
1,6,2000,2.25,f,f
0,7,2000,2.25,s,s
7,0,2000,2.5,f,f
6,1,2000,2.5,f,f
5,2,2000,2.5,f,f
4,3,2000,2.5,f,f
3,4,2000,2.5,f,f
2,5,2000,2.5,f,f
1,6,2000,2.5,f,f
0,7,2000,2.5,s,s
7,0,2000,2.75,f,f
6,1,2000,2.75,f,f
5,2,2000,2.75,f,f
4,3,2000,2.75,f,f
3,4,2000,2.75,f,f
2,5,2000,2.75,f,f
1,6,2000,2.75,f,f
0,7,2000,2.75,s,s
7,0,2000,3.0,f,f
6,1,2000,3.0,f,f
5,2,2000,3.0,f,f
4,3,2000,3.0,f,f
3,4,2000,3.0,f,f
2,5,2000,3.0,f,f
1,6,2000,3.0,f,f
0,7,2000,3.0,s,s
