0,0,1756,162,82
1,0,1727,132,141
2,0,1760,190,50
3,0,1735,230,35
4,0,1638,337,25
5,0,1692,257,51
6,0,1857,121,22
7,0,1821,93,86
8,0,1723,225,52
9,0,1802,149,49
10,0,1711,214,75
11,0,1747,184,69
12,0,1614,307,79
13,0,1654,330,16
14,0,1776,128,96
15,0,1677,240,83
16,0,1724,229,47
17,0,1740,185,75
18,0,1635,282,83
19,0,1616,316,68
20,0,1825,119,56
21,0,1740,213,47
22,0,1704,154,142
23,0,1656,327,17
24,0,1693,186,121
25,0,1645,309,46
26,0,1734,221,45
27,0,1734,257,9
28,0,1569,327,104
29,0,1731,247,22
30,0,1594,237,169
31,0,1713,249,38
32,0,1707,182,111
33,0,1584,354,62
34,0,1691,248,61
35,0,1694,170,136
36,0,1774,187,39
37,0,1709,249,42
38,0,1795,187,18
39,0,1602,370,28
40,0,1653,307,40
41,0,1645,259,96
42,0,1815,91,94
43,0,1800,89,111
44,0,1730,238,32
45,0,1691,219,90
46,0,1775,100,125
47,0,1632,289,79
48,0,1845,62,93
49,0,1671,253,76
50,0,1690,263,47
51,0,1774,84,142
52,0,1725,191,84
53,0,1596,308,96
54,0,1658,288,54
55,0,1806,131,63
56,0,1662,256,82
57,0,1710,271,19
58,0,1740,210,50
59,0,1796,115,89
60,0,1725,248,27
61,0,1624,291,85
62,0,1802,153,45
63,0,1778,124,98
64,0,1765,155,80
65,0,1663,322,15
66,0,1608,230,162
67,0,1705,209,86
68,0,1586,307,107
69,0,1707,285,8
70,0,1727,232,41
71,0,1687,306,7
72,0,1792,141,67
73,0,1673,273,54
74,0,1725,221,54
75,0,1750,109,141
76,0,1726,228,46
77,0,1765,203,32
78,0,1595,366,39
79,0,1762,171,67
80,0,1701,262,37
81,0,1652,292,56
82,0,1636,354,10
83,0,1554,421,25
84,0,1687,247,66
85,0,1794,138,68
86,0,1590,393,17
87,0,1751,195,54
88,0,1867,73,60
89,0,1641,292,67
90,0,1703,265,32
91,0,1721,266,13
92,0,1764,190,46
93,0,1639,332,29
94,0,1664,190,146
95,0,1834,126,40
96,0,1795,149,56
97,0,1696,215,89
98,0,1677,278,45
99,0,1671,310,19

