WE,WF,impressions,demand_factor,direction_200,direction_400
15,0,2000,0.25,f,f
14,1,2000,0.25,f,f
13,2,2000,0.25,f,f
12,3,2000,0.25,f,f
11,4,2000,0.25,f,f
10,5,2000,0.25,f,f
9,6,2000,0.25,s,s
8,7,2000,0.25,b,b
7,8,2000,0.25,b,b
6,9,2000,0.25,b,b
5,10,2000,0.25,b,b
4,11,2000,0.25,b,b
3,12,2000,0.25,b,b
2,13,2000,0.25,b,b
1,14,2000,0.25,b,b
0,15,2000,0.25,b,b
15,0,2000,0.5,f,f
14,1,2000,0.5,f,f
13,2,2000,0.5,f,f
12,3,2000,0.5,f,f
11,4,2000,0.5,f,f
10,5,2000,0.5,f,f
9,6,2000,0.5,f,f
8,7,2000,0.5,s,s
7,8,2000,0.5,b,b
6,9,2000,0.5,b,b
5,10,2000,0.5,b,b
4,11,2000,0.5,b,b
3,12,2000,0.5,b,b
2,13,2000,0.5,b,b
1,14,2000,0.5,b,b
0,15,2000,0.5,b,b
15,0,2000,0.75,f,f
14,1,2000,0.75,f,f
13,2,2000,0.75,f,f
12,3,2000,0.75,f,f
11,4,2000,0.75,f,f
10,5,2000,0.75,f,f
9,6,2000,0.75,f,f
8,7,2000,0.75,s,s
7,8,2000,0.75,b,b
6,9,2000,0.75,b,b
5,10,2000,0.75,b,b
4,11,2000,0.75,b,b
3,12,2000,0.75,b,b
2,13,2000,0.75,b,b
1,14,2000,0.75,b,b
0,15,2000,0.75,b,b
15,0,2000,1.0,f,f
14,1,2000,1.0,f,f
13,2,2000,1.0,f,f
12,3,2000,1.0,f,f
11,4,2000,1.0,f,f
10,5,2000,1.0,f,f
9,6,2000,1.0,f,f
8,7,2000,1.0,f,f
7,8,2000,1.0,f,f
6,9,2000,1.0,s,s
5,10,2000,1.0,b,b
4,11,2000,1.0,b,b
3,12,2000,1.0,b,b
2,13,2000,1.0,b,b
1,14,2000,1.0,b,b
0,15,2000,1.0,b,b
15,0,2000,1.25,f,f
14,1,2000,1.25,f,f
13,2,2000,1.25,f,f
12,3,2000,1.25,f,f
11,4,2000,1.25,f,f
10,5,2000,1.25,f,f
9,6,2000,1.25,f,f
8,7,2000,1.25,f,f
7,8,2000,1.25,f,f
6,9,2000,1.25,s,s
5,10,2000,1.25,b,b
4,11,2000,1.25,b,b
3,12,2000,1.25,b,b
2,13,2000,1.25,b,b
1,14,2000,1.25,b,b
0,15,2000,1.25,b,b
15,0,2000,1.5,f,f
14,1,2000,1.5,f,f
13,2,2000,1.5,f,f
12,3,2000,1.5,f,f
11,4,2000,1.5,f,f
10,5,2000,1.5,f,f
9,6,2000,1.5,f,f
8,7,2000,1.5,f,f
7,8,2000,1.5,f,f
6,9,2000,1.5,f,f
5,10,2000,1.5,s,s
4,11,2000,1.5,b,b
3,12,2000,1.5,b,b
2,13,2000,1.5,b,b
1,14,2000,1.5,b,b
0,15,2000,1.5,b,b
15,0,2000,1.75,f,f
14,1,2000,1.75,f,f
13,2,2000,1.75,f,f
12,3,2000,1.75,f,f
11,4,2000,1.75,f,f
10,5,2000,1.75,f,f
9,6,2000,1.75,f,f
8,7,2000,1.75,f,f
7,8,2000,1.75,f,f
6,9,2000,1.75,s,s
5,10,2000,1.75,b,b
4,11,2000,1.75,b,b
3,12,2000,1.75,b,b
2,13,2000,1.75,b,b
1,14,2000,1.75,b,b
0,15,2000,1.75,b,b
15,0,2000,2.0,f,f
14,1,2000,2.0,f,f
13,2,2000,2.0,f,f
12,3,2000,2.0,f,f
11,4,2000,2.0,f,f
10,5,2000,2.0,f,f
9,6,2000,2.0,f,f
8,7,2000,2.0,f,f
7,8,2000,2.0,f,f
6,9,2000,2.0,f,f
5,10,2000,2.0,f,f
4,11,2000,2.0,f,s
3,12,2000,2.0,s,b
2,13,2000,2.0,b,b
1,14,2000,2.0,b,b
0,15,2000,2.0,b,b
15,0,2000,2.25,f,f
14,1,2000,2.25,f,f
