0,0,1934,53,13
1,0,1946,39,15
2,0,1963,23,14
3,0,1978,22,0
4,0,1931,52,17
5,0,1974,26,0
6,0,1970,30,0
7,0,1954,46,0
8,0,1926,51,23
9,0,1928,72,0
10,0,1944,52,4
11,0,1973,27,0
12,0,1942,32,26
13,0,1926,74,0
14,0,1916,57,27
15,0,1974,26,0
16,0,1947,45,8
17,0,1955,45,0
18,0,1961,39,0
19,0,1962,38,0
20,0,1978,22,0
21,0,1940,60,0
22,0,1990,10,0
23,0,1960,40,0
24,0,1943,50,7
25,0,1929,65,6
26,0,1960,22,18
27,0,1992,8,0
28,0,1945,41,14
29,0,1948,7,45
30,0,1891,102,7
31,0,1968,12,20
32,0,1943,57,0
33,0,1943,54,3
34,0,1953,20,27
35,0,1965,35,0
36,0,1950,45,5
37,0,1939,61,0
38,0,1955,45,0
39,0,1978,20,2
40,0,1890,64,46
41,0,1942,58,0
42,0,1973,27,0
43,0,1941,59,0
44,0,1901,77,22
45,0,1980,20,0
46,0,1962,33,5
47,0,1940,60,0
48,0,1929,42,29
49,0,1937,51,12
50,0,1957,43,0
51,0,1920,80,0
52,0,1988,12,0
53,0,1986,14,0
54,0,1936,38,26
55,0,1988,9,3
56,0,1917,83,0
57,0,1935,65,0
58,0,1944,50,6
59,0,1925,75,0
60,0,1903,53,44
61,0,1974,20,6
62,0,1944,37,19
63,0,1955,45,0
64,0,1966,34,0
65,0,1945,55,0
66,0,1899,87,14
67,0,1926,70,4
68,0,1918,68,14
69,0,1873,54,73
70,0,1959,29,12
71,0,1881,90,29
72,0,1922,78,0
73,0,1997,3,0
74,0,1934,56,10
75,0,1971,29,0
76,0,1961,33,6
77,0,1971,29,0
78,0,1932,68,0
79,0,1964,36,0
80,0,1985,15,0
81,0,1970,27,3
82,0,1907,65,28
83,0,1958,42,0
84,0,1909,56,35
85,0,1938,62,0
86,0,1903,91,6
87,0,1912,56,32
88,0,1948,48,4
89,0,1911,89,0
90,0,1903,65,32
91,0,1951,40,9
92,0,1973,15,12
93,0,1937,63,0
94,0,1916,67,17
95,0,1923,77,0
96,0,1937,50,13
97,0,1990,8,2
98,0,1971,29,0
99,0,1889,111,0

