number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
20,2000,0.25,0,20,0,5.333207378679108,5.234404898025122,5.432009859333094
20,2000,0.5,0,20,1,10.297398433391471,10.099674973600614,10.49512189318233
20,2000,0.75,0,20,2,15.13088969298268,14.826077861252488,15.435701524712874
20,2000,1.0,0,20,3,20.4059751782011,20.006660445871123,20.805289910531076
20,2000,1.25,0,20,4,24.713522197505863,24.218851168237045,25.208193226774682
20,2000,1.5,0,20,5,29.791314595760497,29.187258125154703,30.39537106636629
20,2000,1.75,1,19,6,34.140535389723865,33.43053007428067,34.85054070516706
20,2000,2.0,0,20,7,38.8688955646683,38.06177844888018,39.67601268045642
20,2000,2.25,0,20,8,43.28206129013932,42.370655575457754,44.19346700482088
20,2000,2.5,0,20,9,46.217696702775896,45.22181715068663,47.21357625486516
20,2000,2.75,0,20,10,49.64391852140676,48.53615182270893,50.75168522010459
20,2000,3.0,0,20,11,53.674614576315456,52.45749696296691,54.891732189664005
