number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
20,2000,0.25,13,7,0,3.2610693755183378,3.1617124829487486,3.360426268087927
20,2000,0.5,11,9,1,5.8927984630302905,5.6913954575546555,6.094201468505926
20,2000,0.75,13,7,2,9.219133042823534,8.923299828003687,9.514966257643382
20,2000,1.0,11,9,3,11.839398837890858,11.43898921726857,12.239808458513146
20,2000,1.25,10,10,4,14.510138429459978,14.004144954106774,15.016131904813182
20,2000,1.25,8,12,5,13.362406539597268,12.84958976135571,13.875223317838826
20,2000,1.5,10,10,6,16.859223337097447,16.247126065000995,17.4713206091939
20,2000,1.75,7,13,7,17.25742170678205,16.545921569933945,17.968921843630156
20,2000,2.0,8,12,8,19.968504438704418,19.163922819791217,20.77308605761762
20,2000,2.25,8,12,9,23.000828357996195,22.092596358320673,23.909060357671716
20,2000,2.25,5,15,10,20.809722755205254,19.884246524211505,21.735198986199002
20,2000,2.5,6,14,11,23.792527702571878,22.78701465283232,24.798040752311437
20,2000,2.75,5,15,12,25.628359168547924,24.517250406266687,26.73946793082916
20,2000,3.0,5,15,13,27.90504197264149,26.68649891676202,29.123585028520964
