number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
20,2000,0.25,0,20,0,5.164173910732929,5.066759733406153,5.261588088059705
20,2000,0.5,0,20,1,10.198051122732368,10.000883363855863,10.395218881608873
20,2000,0.75,0,20,2,15.00610343591886,14.705325079522478,15.306881792315242
20,2000,1.0,0,20,3,19.979297576819327,19.583608054106662,20.374987099531992
20,2000,1.25,0,20,4,25.08597462280885,24.586906821794425,25.58504242382327
20,2000,1.5,0,20,5,30.22623787443621,29.613947475910393,30.83852827296203
20,2000,1.75,0,20,6,34.862706092970356,34.15488507378504,35.57052711215567
20,2000,2.0,0,20,7,39.853179373769116,39.0481908226073,40.65816792493093
20,2000,2.25,0,20,8,44.11184473007273,43.19845671187977,45.025232748265694
20,2000,2.5,0,20,9,48.05496828615394,47.046928856919806,49.06300771538807
20,2000,2.75,0,20,10,52.593308570139584,51.47822029166436,53.70839684861481
20,2000,3.0,0,20,11,57.188797640887216,55.958765723028634,58.4188295587458
