number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.189996205966754,11.8038792365222,12.576113175411308
8,2000,0.5,0,8,1,25.247559497551546,24.46418437933615,26.03093461576694
8,2000,0.75,0,8,2,36.45110792717715,35.29973391968147,37.602481934672824
8,2000,1.0,0,8,3,48.65022401778643,47.104072290547805,50.19637574502505
8,2000,1.25,0,8,4,59.76329309736321,57.8222995828385,61.70428661188792
8,2000,1.5,0,8,5,70.13775623332872,67.80641152074224,72.46910094591519
8,2000,1.75,0,8,6,76.57240586895213,73.88302764118674,79.26178409671752
8,2000,2.0,0,8,7,88.98874576072187,85.92856725193292,92.04892426951082
8,2000,2.25,0,8,8,93.89294615684634,91.47519720966058,96.31069510403209
8,2000,2.5,0,8,9,97.0301118169367,93.40954794802528,100.65067568584811
8,2000,2.75,0,8,10,102.36797293768512,99.59525062755847,105.14069524781178
8,2000,3.0,0,8,11,106.52254693857174,102.42731596345247,110.617777913691
