number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,7,1,0,0.07937500000000006,0.013121970563388374,0.14562802943661174
8,2000,0.25,5,3,1,0.08572500000000005,0.014344514084602508,0.15710548591539758
8,2000,0.25,2,6,2,0.1309687500000001,0.04462174538183343,0.21731575461816677
8,2000,0.5,8,0,3,0.10080625000000007,-0.006381324867871255,0.20799382486787138
8,2000,0.5,6,2,4,0.16192500000000018,0.007625861140825113,0.3162241388591752
8,2000,0.5,1,7,5,0.14466093750000006,0.08296990282844083,0.2063519721715593
8,2000,0.75,5,3,6,0.1793875000000001,0.09283080675927459,0.2659441932407256
8,2000,0.75,2,6,7,0.178196875,0.09341237977401923,0.2629813702259808
8,2000,1.0,8,0,8,0.43576875000000015,0.1148464732398527,0.7566910267601477
8,2000,1.0,2,6,9,0.4119562500000001,0.1187426950944161,0.7051698049055841
8,2000,1.0,0,8,10,0.32960468750000005,0.19071893219448918,0.4684904428055109
8,2000,1.25,8,0,11,0.2587625000000001,0.13236626489756767,0.3851587351024326
8,2000,1.25,4,4,12,0.33416875000000007,0.18756478992109327,0.4807727100789069
8,2000,1.5,8,0,13,0.3432968750000001,0.11089924445588589,0.5756945055441143
8,2000,1.5,5,3,14,0.4661296875000005,0.26094410096905496,0.671315274030946
8,2000,1.5,2,6,15,0.26451718750000003,0.1307644015665338,0.39826997343346626
8,2000,1.5,0,8,16,0.33099375000000053,-0.001063288202075796,0.6630507882020769
8,2000,1.75,8,0,17,0.5722937500000005,0.13025896633699047,1.0143285336630106
8,2000,1.75,3,5,18,0.31988125000000023,0.15394455196886678,0.48581794803113365
8,2000,2.0,8,0,19,0.9699625000000016,0.3061709514292509,1.6337540485707525
8,2000,2.0,0,8,20,0.3190875000000005,-0.08267297371311255,0.7208479737131136
8,2000,2.25,7,1,21,0.4534296875000004,0.23484529423127706,0.6720140807687237
8,2000,2.25,4,4,22,0.6006703125000007,0.3164697996651269,0.8848708253348745
8,2000,2.25,0,8,23,0.4788296875000006,0.2537205539944719,0.7039388210055293
8,2000,2.5,7,1,24,1.015841645885288,0.24829886716083283,1.783384424609743
8,2000,2.5,5,3,25,0.7528718749999996,0.2637297826264305,1.2420139673735688
8,2000,2.5,2,6,26,0.8179593750000005,0.48178932829277,1.154129421707231
8,2000,2.5,0,8,27,0.3619500000000007,-0.03565676038473925,0.7595567603847406
8,2000,2.75,4,4,28,0.7651749999999999,0.40926391860650807,1.1210860813934918
8,2000,2.75,0,8,29,0.7231062500000013,0.1611457689275656,1.2850667310724369
8,2000,3.0,8,0,30,1.4771687499999968,0.32171964598361424,2.632617854016379
8,2000,3.0,6,2,31,0.6109890624999996,0.28860288272402707,0.9333752422759722
8,2000,3.0,2,6,32,0.6921499999999997,0.33881750144361894,1.0454824985563804
8,2000,3.0,0,8,33,0.9969499999999992,0.1398098295990966,1.8540901704009018
