number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.761840273639278,12.374241806817066,13.14943874046149
8,2000,0.5,0,8,1,25.908132024001997,25.119376877293693,26.6968871707103
8,2000,0.75,0,8,2,36.0187187681975,34.849366083996706,37.1880714523983
8,2000,1.0,0,8,3,47.67591493543272,46.080285337932395,49.27154453293305
8,2000,1.25,0,8,4,59.328722075392136,57.38457795987025,61.27286619091402
8,2000,1.5,0,8,5,65.62911916770588,63.35286915930211,67.90536917610966
8,2000,1.75,0,8,6,72.32011042820315,69.66795279158553,74.97226806482077
8,2000,2.0,0,8,7,79.37613985356457,76.53218641104964,82.2200932960795
8,2000,2.25,0,8,8,82.36657341201283,79.25590551034452,85.47724131368113
8,2000,2.5,0,8,9,88.78262606427528,86.34750960703786,91.21774252151269
8,2000,2.75,0,8,10,91.45879263576168,87.78825786057544,95.12932741094792
8,2000,3.0,0,8,11,96.11547313715137,92.20479364714888,100.02615262715386
