number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.62872486271164,12.238612652010273,13.018837073413009
8,2000,0.5,0,8,1,24.94548871439571,24.152960451307653,25.73801697748377
8,2000,0.75,0,8,2,36.35208801170498,35.75978721448488,36.944388808925076
8,2000,1.0,0,8,3,47.45920999456406,45.91033730880323,49.0080826803249
8,2000,1.25,0,8,4,57.12390824528387,55.19126241926468,59.05655407130306
8,2000,1.5,0,8,5,64.82765433575851,62.51662013507106,67.13868853644595
8,2000,1.75,0,8,6,70.6845614964114,68.05267889224629,73.31644410057652
8,2000,2.0,0,8,7,79.84573867699137,77.03004649570474,82.66143085827801
8,2000,2.25,0,8,8,80.93421042857366,78.74568955096036,83.12273130618696
8,2000,2.5,0,8,9,87.7065171366963,84.35390480747725,91.05912946591536
8,2000,2.75,0,8,10,89.98164483626438,86.42448308168417,93.53880659084459
8,2000,3.0,0,8,11,91.08390898192211,87.29076690969788,94.87705105414634
