number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.646289703470224,12.369944415302651,12.922634991637796
8,2000,0.5,0,8,1,25.172445162425028,24.396200581595725,25.94868974325433
8,2000,0.75,0,8,2,36.48610044393361,35.667987296541746,37.30421359132547
8,2000,1.0,0,8,3,48.65199588260086,47.08454779286697,50.219443972334744
8,2000,1.25,0,8,4,61.62606185211844,59.666346861713876,63.585776842523
8,2000,1.5,0,8,5,72.86794139570709,71.23103979183777,74.50484299957641
8,2000,1.75,0,8,6,81.84660600360853,79.10885447234654,84.58435753487052
8,2000,2.0,0,8,7,91.02724132005191,88.81964046003242,93.23484218007141
8,2000,2.25,0,8,8,98.65357882324865,95.11716064565981,102.1899970008375
8,2000,2.5,0,8,9,106.86316722937943,104.10652482476772,109.61980963399114
8,2000,2.75,0,8,10,110.2758078196674,106.24394888773188,114.30766675160294
8,2000,3.0,0,8,11,112.55944815686347,108.16468751715138,116.95420879657556
