number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,11.555450836357977,11.162031083946303,11.948870588769651
8,2000,0.5,2,6,1,18.348815248080946,17.827871660151338,18.869758836010554
8,2000,0.75,4,4,2,23.69914590314246,22.72386701158915,24.674424794695767
8,2000,1.0,2,6,3,25.480380823331117,24.91219758758338,26.048564059078856
8,2000,1.25,2,6,4,29.857492673279893,28.424676422784174,31.290308923775612
8,2000,1.5,1,7,5,28.62326064143864,27.886827917531107,29.359693365346175
8,2000,1.75,0,8,6,27.003406068564345,25.937536854581147,28.069275282547544
8,2000,2.0,0,8,7,29.751533576767656,28.000022404586524,31.50304474894879
8,2000,2.25,0,8,8,29.912432135245787,28.058538678613406,31.766325591878168
8,2000,2.5,0,8,9,32.49287515569721,30.25523549308438,34.73051481831004
8,2000,2.75,0,8,10,33.7231418169511,31.38487606911778,36.06140756478442
8,2000,3.0,0,8,11,34.22207917822017,31.803918585002943,36.6402397714374
