number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,5.713559136520644,5.410200414414876,6.016917858626411
8,2000,0.5,0,8,1,11.160227595095193,10.3019500542339,12.018505135956486
8,2000,0.75,0,8,2,17.703644949495793,16.37377483192069,19.033515067070894
8,2000,1.0,0,8,3,23.51503217456073,21.803303094261132,25.226761254860328
8,2000,1.25,0,8,4,29.43616417092749,27.266897213160174,31.605431128694807
8,2000,1.5,0,8,5,35.18061814550295,32.544765890328044,37.81647040067785
8,2000,1.75,0,8,6,38.84180679338558,35.863630344501935,41.819983242269224
8,2000,2.0,0,8,7,46.081046970200276,44.35471455169844,47.80737938870211
8,2000,2.25,0,8,8,57.841225968946276,53.83813126951617,61.84432066837638
8,2000,2.5,0,8,9,57.02287946773773,54.86453453611004,59.18122439936542
8,2000,2.75,0,8,10,62.71984072752233,58.06329230815584,67.37638914688883
8,2000,3.0,0,8,11,68.68522074430771,63.4953927117232,73.87504877689223
