number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,1.9869186240299523,1.8387937112737416,2.135043536786163
8,2000,0.5,8,0,1,3.858854422834674,3.2716413997439875,4.44606744592536
8,2000,0.5,1,7,2,4.15280160725165,3.851193489885243,4.454409724618057
8,2000,0.75,0,8,3,5.716846874999999,5.09686686264822,6.336826887351778
8,2000,1.0,2,6,4,7.838786553713422,7.019122351400815,8.658450756026028
8,2000,1.25,1,7,5,10.249523041729885,8.729999038815306,11.769047044644465
8,2000,1.5,4,4,6,12.266575482131161,10.497409065461076,14.035741898801247
8,2000,1.5,1,7,7,11.237015625000009,10.043292175737697,12.43073907426232
8,2000,1.75,2,6,8,13.305405020301228,11.310668384619964,15.300141655982491
8,2000,1.75,0,8,9,12.536199010568959,10.553120013544428,14.51927800759349
8,2000,2.0,0,8,10,15.55951066272437,14.389630980409809,16.72939034503893
8,2000,2.25,0,8,11,18.680779687500056,17.32365067263084,20.037908702369272
8,2000,2.5,2,6,12,18.89552410391003,16.836977803683077,20.954070404136985
8,2000,2.5,0,8,13,19.69525672843266,18.244006690417617,21.146506766447704
8,2000,2.75,2,6,14,20.0595213491287,16.868548964073483,23.25049373418392
8,2000,2.75,0,8,15,20.28525000000009,17.122145123606252,23.44835487639393
8,2000,3.0,7,1,16,24.221388962654963,21.73948012788417,26.703297797425755
8,2000,3.0,0,8,17,23.177824189526294,19.67895462768261,26.676693751369978
