number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,3,5,0,3.312760427780862,2.9532558113980767,3.6722650441636477
8,2000,0.25,1,7,1,3.546443153961775,3.3585675434833706,3.734318764440179
8,2000,0.5,0,8,2,6.632705909116861,5.910605095167425,7.3548067230662975
8,2000,0.75,0,8,3,10.164602138578694,9.064251774681676,11.264952502475712
8,2000,1.0,0,8,4,13.87001983485583,13.138379616331926,14.601660053379733
8,2000,1.25,1,7,5,16.207195875430383,14.947721123621925,17.46667062723884
8,2000,1.5,1,7,6,19.15080340220829,17.013963993054368,21.28764281136221
8,2000,1.75,1,7,7,23.794204998593433,21.20399104386641,26.384418953320456
8,2000,2.0,0,8,8,26.096221472761208,24.13535687762013,28.057086067902286
8,2000,2.25,0,8,9,27.9637812499999,25.751225956007254,30.176336543992548
8,2000,2.5,0,8,10,35.26122943818509,32.63543238986824,37.88702648650194
8,2000,2.75,0,8,11,36.67023749999999,32.68823077878581,40.652244221214175
8,2000,3.0,7,1,12,37.9812196846539,33.69277835846641,42.26966101084139
8,2000,3.0,0,8,13,37.786434272727384,33.6073709670025,41.965497578452265
