number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,7.027925488075421,6.583813741576353,7.472037234574488
8,2000,0.5,0,8,1,14.278224947869393,13.37979793266057,15.176651963078218
8,2000,0.75,0,8,2,20.55088586910263,19.888609103187648,21.21316263501761
8,2000,1.0,0,8,3,25.61614041433436,24.396553571433667,26.835727257235053
8,2000,1.25,0,8,4,35.14253789282169,32.89829007189396,37.386785713749425
8,2000,1.5,0,8,5,41.94322805792257,39.3164224136999,44.57003370214524
8,2000,1.75,0,8,6,47.72021100987709,45.5037512085644,49.93667081118978
8,2000,2.0,0,8,7,52.7609777378255,50.28559260649987,55.23636286915113
8,2000,2.25,0,8,8,60.508296900513834,56.615609321782685,64.40098447924498
8,2000,2.5,0,8,9,72.49387044263696,67.94271577760985,77.04502510766407
8,2000,2.75,0,8,10,72.0023741405421,67.19807354826968,76.80667473281453
8,2000,3.0,0,8,11,75.40225714981433,70.16937432681698,80.63513997281169
