number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.340579458720345,11.934414778790932,12.746744138649758
8,2000,0.5,2,6,1,20.915503931198014,20.520952362178086,21.310055500217942
8,2000,0.5,0,8,2,20.934481294803916,20.542492859483445,21.326469730124387
8,2000,0.75,2,6,3,26.53601592138245,25.81154500338222,27.26048683938268
8,2000,1.0,3,5,4,32.081221582198076,31.438606175132655,32.723836989263496
8,2000,1.0,1,7,5,29.46888417605169,28.85220625189789,30.085562100205493
8,2000,1.25,2,6,6,34.92323800228033,33.386822817043445,36.45965318751721
8,2000,1.5,2,6,7,37.03647183575649,35.3607413685738,38.712202302939176
8,2000,1.75,0,8,8,34.31494293274532,33.48148829032635,35.14839757516429
8,2000,2.0,0,8,9,36.632253088886344,34.76606920547143,38.498436972301256
8,2000,2.25,0,8,10,37.094413503875614,35.10829144866758,39.08053555908365
8,2000,2.5,0,8,11,38.73306918014868,36.562511175760946,40.90362718453642
8,2000,2.75,0,8,12,43.6918998246593,41.010943117678806,46.3728565316398
8,2000,3.0,0,8,13,41.68227273394889,39.12143335174302,44.24311211615476
