number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.971377914416458,12.57846115906413,13.364294669768785
8,2000,0.5,0,8,1,25.290210287725113,24.502220910475742,26.078199664974484
8,2000,0.75,0,8,2,36.143209912954916,35.31213408844325,36.97428573746658
8,2000,1.0,0,8,3,47.77621777267607,46.66898900790947,48.88344653744267
8,2000,1.25,0,8,4,59.25461056427929,57.869504889484254,60.639716239074325
8,2000,1.5,0,8,5,67.00489385814512,64.64851773601362,69.36126998027663
8,2000,1.75,0,8,6,71.2427815683045,68.53641381597117,73.94914932063782
8,2000,2.0,0,8,7,81.51877601825177,78.56991772366223,84.46763431284131
8,2000,2.25,0,8,8,84.98865001802076,81.80267984033948,88.17462019570205
8,2000,2.5,0,8,9,90.55361170080434,87.08300960192314,94.02421379968554
8,2000,2.75,0,8,10,93.37667044525745,89.58714912946589,97.166191761049
8,2000,3.0,0,8,11,96.71914977244649,92.71713886044645,100.72116068444652
