number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.976688354039785,12.576672694518445,13.376704013561126
8,2000,0.5,0,8,1,24.838521057897104,24.056146569459674,25.620895546334534
8,2000,0.75,0,8,2,35.152573582272666,34.31612492688242,35.98902223766291
8,2000,1.0,0,8,3,43.21838300712482,41.65544763436454,44.7813183798851
8,2000,1.25,0,8,4,52.52935849923424,50.60462665798169,54.45409034048679
8,2000,1.5,0,8,5,56.286320439795105,54.1190769645535,58.45356391503671
8,2000,1.75,1,7,6,61.40743006202702,60.21067159622701,62.60418852782703
8,2000,2.0,0,8,7,64.33514408429488,61.76772103908895,66.90256712950082
8,2000,2.25,0,8,8,69.34596996514216,66.49176100112012,72.2001789291642
8,2000,2.5,0,8,9,71.91984428103825,68.8479604391032,74.9917281229733
8,2000,2.75,0,8,10,75.1737328186354,71.93067772278464,78.41678791448616
8,2000,3.0,0,8,11,75.22700718062944,71.87065209192025,78.58336226933864
