number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.961861907869695,12.56942740991644,13.35429640582295
8,2000,0.5,0,8,1,25.430493770284187,24.660429396755582,26.200558143812792
8,2000,0.75,0,8,2,37.274872660893394,36.09399999054221,38.45574533124458
8,2000,1.0,0,8,3,50.45773391209181,48.88472122194902,52.0307466022346
8,2000,1.25,0,8,4,61.24537857114885,59.25895546627578,63.23180167602192
8,2000,1.5,0,8,5,73.62462108791513,71.25905964323175,75.99018253259851
8,2000,1.75,0,8,6,85.1665721434176,82.45056702555769,87.8825772612775
8,2000,2.0,0,8,7,92.84160255247508,90.63289588239508,95.05030922255509
8,2000,2.25,0,8,8,103.15428900172756,99.66723240267397,106.64134560078115
8,2000,2.5,0,8,9,109.91453185232537,105.96735055778524,113.8617131468655
8,2000,2.75,0,8,10,114.46797543755343,110.26027204479928,118.67567883030759
8,2000,3.0,0,8,11,116.69027173659035,112.1849123475052,121.19563112567549
