number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.767037928737272,12.3821942321157,13.151881625358845
8,2000,0.5,0,8,1,25.51636930459792,24.722451747772148,26.31028686142369
8,2000,0.75,0,8,2,36.03751645014586,34.86305449693034,37.21197840336138
8,2000,1.0,0,8,3,48.018804533313435,46.435034293490766,49.602574773136105
8,2000,1.25,0,8,4,58.360382971129255,56.97175153874446,59.749014403514046
8,2000,1.5,0,8,5,65.4563147145585,64.31913107535779,66.59349835375922
8,2000,1.75,0,8,6,72.9741493258817,70.35654256804054,75.59175608372286
8,2000,2.0,0,8,7,78.65483396017065,75.83228979558774,81.47737812475356
8,2000,2.25,0,8,8,82.22610771467251,80.02251938729538,84.42969604204964
8,2000,2.5,0,8,9,87.0264273422635,83.6434044371095,90.40945024741751
8,2000,2.75,0,8,10,91.96364939343692,88.33692146701704,95.59037731985681
8,2000,3.0,0,8,11,90.45735703110314,86.65481134308787,94.25990271911841
