number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.549993902148257,12.167886016522191,12.932101787774323
8,2000,0.5,0,8,1,24.771942200816596,24.012078325951265,25.531806075681928
8,2000,0.75,1,7,2,35.84488196564136,34.65173064910452,37.038033282178205
8,2000,1.0,0,8,3,49.76652286620293,48.644016888493944,50.88902884391192
8,2000,1.25,1,7,4,60.502906666410475,58.52584957139494,62.479963761426006
8,2000,1.5,0,8,5,67.69193594843664,65.4057461263501,69.97812577052318
8,2000,1.75,0,8,6,75.05520078481148,72.46845454397777,77.64194702564518
8,2000,2.0,0,8,7,84.7870248508635,81.725611691613,87.84843801011401
8,2000,2.25,0,8,8,88.65352970083897,85.46754211766493,91.83951728401301
8,2000,2.5,0,8,9,95.63153242516726,92.10384583078654,99.15921901954799
8,2000,2.75,0,8,10,96.45284140859978,92.71535784759524,100.19032496960432
8,2000,3.0,0,8,11,99.64138828546953,95.71353711453357,103.5692394564055
