number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.639638309409083,12.24715336544934,13.032123253368827
8,2000,0.5,0,8,1,24.721124075154638,24.329480036212747,25.11276811409653
8,2000,0.75,0,8,2,35.21187585895151,34.628233067591324,35.79551865031169
8,2000,1.0,0,8,3,46.08663185252373,44.985027841837876,47.188235863209584
8,2000,1.25,1,7,4,54.20583519754211,52.82250107357982,55.58916932150439
8,2000,1.5,0,8,5,60.04425405502318,58.4791216932158,61.60938641683056
8,2000,1.75,1,7,6,64.95700004892502,63.24292053358717,66.67107956426288
8,2000,2.0,0,8,7,67.7581478277314,65.12227408743577,70.39402156802704
8,2000,2.25,0,8,8,72.1527583285715,69.3118742566768,74.99364240046619
8,2000,2.5,0,8,9,73.40346824642378,70.32073844204952,76.48619805079805
8,2000,2.75,0,8,10,78.15196770391235,74.86413798138547,81.43979742643923
8,2000,3.0,0,8,11,80.29866874811978,76.82292345881389,83.77441403742567
