number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,8,0,0,0.3751187645852631,0.23180242796945646,0.5184351012010697
8,2000,0.25,6,2,1,0.31575,0.2524976643073979,0.37900233569260205
8,2000,0.25,4,4,2,0.38385456689036673,0.31206987815490705,0.4556392556258264
8,2000,0.25,2,6,3,0.3656249999999999,0.29919372251159615,0.4320562774884037
8,2000,0.5,8,0,4,0.5348054282591035,0.30297031347874415,0.7666405430394628
8,2000,0.5,6,2,5,0.6990722766071488,0.4187990516174436,0.979345501596854
8,2000,0.5,3,5,6,0.8120749055556666,0.665735804037288,0.9584140070740452
8,2000,0.75,7,1,7,1.1760000000000013,0.741713359922911,1.6102866400770917
8,2000,0.75,5,3,8,0.9910736784536581,0.7186845090906779,1.2634628478166383
8,2000,0.75,1,7,9,0.9660000000000007,0.7734625251486994,1.1585374748513022
8,2000,1.0,8,0,10,1.5975000000000024,0.9815520052070342,2.2134479947929706
8,2000,1.0,5,3,11,1.4343750000000017,1.060772540969704,1.8079774590302995
8,2000,1.0,2,6,12,1.4482500000000016,1.181268197525462,1.7152318024745412
8,2000,1.25,8,0,13,1.74010641316386,1.0798766867730076,2.400336139554712
8,2000,1.25,0,8,14,1.5405000000000015,0.9052431361421731,2.17575686385783
8,2000,1.5,8,0,15,2.647771689805235,1.7317941743735097,3.56374920523696
8,2000,1.5,5,3,16,2.5293837638836294,2.0768656478069376,2.981901879960321
8,2000,1.5,0,8,17,2.1026250000000006,1.5317466004891438,2.6735033995108575
8,2000,1.75,7,1,18,3.184499999999998,2.4137666255026864,3.95523337449731
8,2000,1.75,5,3,19,2.7002159314537657,2.2093979646144914,3.19103389829304
8,2000,1.75,2,6,20,2.520749999999999,1.5819624173472142,3.459537582652784
8,2000,2.0,8,0,21,2.907006751324767,2.353929415376194,3.46008408727334
8,2000,2.0,6,2,22,2.5441446215042816,1.8361046696344077,3.2521845733741555
8,2000,2.0,3,5,23,2.634749999999997,1.596297107413718,3.673202892586276
8,2000,2.0,0,8,24,3.129937499999995,2.5651311762892797,3.6947438237107106
8,2000,2.25,0,8,25,2.917499999999995,2.3453389450463376,3.4896610549536526
8,2000,2.5,4,4,26,3.64987499999999,2.6477154330538353,4.652034566946145
8,2000,2.5,2,6,27,4.02506249999999,3.30010833471274,4.75001666528724
8,2000,2.5,0,8,28,3.277687499999993,2.654186740951671,3.9011882590483156
8,2000,2.75,6,2,29,4.224187499999987,3.439456599487617,5.008918400512356
8,2000,2.75,2,6,30,3.9393749999999894,3.20528916977557,4.673460830224409
8,2000,3.0,7,1,31,4.227749999999985,3.085747798280673,5.369752201719297
8,2000,3.0,4,4,32,3.6689999999999916,2.2808966192855964,5.057103380714387
8,2000,3.0,2,6,33,4.252499999999985,2.588292910442088,5.916707089557883
