number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.731246764421646,12.335989524736737,13.126504004106556
8,2000,0.5,0,8,1,25.587653240345336,24.77616679190561,26.399139688785063
8,2000,0.75,0,8,2,37.31407594138282,36.12400756975065,38.50414431301498
8,2000,1.0,0,8,3,49.09965967369501,47.50959992240373,50.689719424986286
8,2000,1.25,0,8,4,60.858224454411335,58.93514651253315,62.78130239628952
8,2000,1.5,0,8,5,73.24203761506064,70.93068689107297,75.55338833904831
8,2000,1.75,0,8,6,84.74624405678038,82.02284274484794,87.46964536871283
8,2000,2.0,0,8,7,92.2351304138505,89.15587038051841,95.31439044718259
8,2000,2.25,1,7,8,104.31145577407818,100.67358536036308,107.94932618779329
8,2000,2.5,0,8,9,109.86542105990573,106.0198360468726,113.71100607293886
8,2000,2.75,0,8,10,117.17552128928354,115.02301236682025,119.32803021174682
8,2000,3.0,0,8,11,121.25552132579521,116.6373065002047,125.87373615138573
