number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,4,4,0,4.665141347208492,4.521009953898525,4.80927274051846
8,2000,0.5,3,5,1,6.379117425388879,6.1172526440716375,6.64098220670612
8,2000,0.75,3,5,2,8.703314898894613,8.308663065890144,9.097966731899081
8,2000,1.0,3,5,3,11.925105590319985,10.820887942171602,13.029323238468368
8,2000,1.25,1,7,4,8.983214836720933,8.415943701937902,9.550485971503964
8,2000,1.5,1,7,5,10.410573790639226,9.736800241006343,11.08434734027211
8,2000,1.75,0,8,6,8.615593765506878,7.926702337011236,9.30448519400252
8,2000,2.0,0,8,7,11.801391787342897,10.070884982596805,13.53189859208899
8,2000,2.25,0,8,8,12.355475843612252,10.475435442590364,14.235516244634141
8,2000,2.5,0,8,9,15.505812056848216,13.189222996494358,17.822401117202073
8,2000,2.75,0,8,10,15.970147667406769,13.588946788798562,18.351348546014975
8,2000,3.0,0,8,11,12.801397364815498,10.670007892474182,14.932786837156815
