number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,11.24501482424654,10.830606539531535,11.659423108961546
8,2000,0.5,0,8,1,22.69701719077355,21.880854986376402,23.5131793951707
8,2000,0.75,0,8,2,35.42960386488421,34.15873908661632,36.70046864315209
8,2000,1.0,0,8,3,46.74278273814768,45.04208728994162,48.443478186353744
8,2000,1.25,0,8,4,55.453794870858616,53.33607009396413,57.5715196477531
8,2000,1.5,0,8,5,70.99783696059416,68.49899085144276,73.49668306974556
8,2000,1.75,0,8,6,80.38707211352786,77.49457976248443,83.2795644645713
8,2000,2.0,0,8,7,92.71881190648106,89.34956189518869,96.08806191777344
8,2000,2.25,0,8,8,101.82404381258672,98.09289708798299,105.55519053719046
8,2000,2.5,0,8,9,107.89254978848508,103.65649790887868,112.12860166809149
8,2000,2.75,0,8,10,114.72115320109059,110.03542999732743,119.40687640485375
8,2000,3.0,0,8,11,126.14734463602872,121.06644967293637,131.22823959912108
