number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.685634201019898,12.296672114556875,13.07459628748292
8,2000,0.5,0,8,1,24.562364310151324,23.792703557764245,25.332025062538403
8,2000,0.75,0,8,2,36.96332306884077,35.78480033325895,38.141845804422594
8,2000,1.0,0,8,3,48.39575020668046,47.31644875701634,49.47505165634458
8,2000,1.25,0,8,4,59.864341698424944,57.95607509911245,61.77260829773744
8,2000,1.5,0,8,5,72.296293206676,69.90391300001693,74.68867341333507
8,2000,1.75,0,8,6,81.24330268983125,78.52976472893387,83.95684065072864
8,2000,2.0,0,8,7,89.25689416252594,86.11244192029304,92.40134640475884
8,2000,2.25,0,8,8,95.20455222175289,91.85807650572626,98.55102793777952
8,2000,2.5,0,8,9,100.93503139059911,97.2001343814613,104.66992839973692
8,2000,2.75,0,8,10,103.22764432326147,99.22333798356277,107.23195066296017
8,2000,3.0,0,8,11,110.97162451280536,106.7054054774989,115.23784354811183
