number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.86000203700782,12.58087698228915,13.139127091726492
8,2000,0.5,0,8,1,23.597226639690305,23.204770124832475,23.989683154548135
8,2000,0.75,0,8,2,31.49899709418224,30.309777049150433,32.688217139214046
8,2000,1.0,0,8,3,38.43755920763797,36.937196606566815,39.93792180870912
8,2000,1.25,1,7,4,45.164120355459424,43.92954771672097,46.39869299419788
8,2000,1.5,2,6,5,49.28478548060892,47.34665182758134,51.222919133636495
8,2000,1.75,0,8,6,49.68179408843392,48.63050050295126,50.73308767391658
8,2000,2.0,0,8,7,53.173059504911016,50.85467543435526,55.491443575466775
8,2000,2.25,0,8,8,53.052529011067,50.67192690705539,55.43313111507861
8,2000,2.5,0,8,9,55.24977088301553,52.70822013025864,57.79132163577242
8,2000,2.75,0,8,10,56.42549653063423,53.85540196527734,58.99559109599112
8,2000,3.0,0,8,11,58.16737284589728,55.32392872749804,61.010816964296524
