number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.767815245204249,12.380330940808292,13.155299549600205
8,2000,0.5,0,8,1,25.93161222793709,25.12591093816327,26.737313517710913
8,2000,0.75,0,8,2,37.52321799162895,36.344713605072975,38.70172237818492
8,2000,1.0,0,8,3,50.316936280086544,48.73607113569048,51.89780142448261
8,2000,1.25,0,8,4,61.92626794686836,59.98444040171034,63.86809549202638
8,2000,1.5,0,8,5,73.18238123568779,71.5175925820098,74.84716988936577
8,2000,1.75,0,8,6,83.54852694539736,81.64579130242899,85.45126258836572
8,2000,2.0,0,8,7,91.60686647007552,89.4522581742733,93.76147476587774
8,2000,2.25,0,8,8,102.06594500941314,99.55802954120392,104.57386047762236
8,2000,2.5,0,8,9,108.10895575174104,104.28107142825763,111.93684007522444
8,2000,2.75,0,8,10,115.44829649143063,111.17205071277775,119.7245422700835
8,2000,3.0,0,8,11,118.99141635810946,116.72786666335,121.25496605286892
