number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,1,7,0,11.830647152421154,11.43071962701273,12.230574677829578
8,2000,0.5,4,4,1,20.211753344045757,19.44997273752764,20.973533950563873
8,2000,0.75,3,5,2,25.460083047057893,24.9507811183914,25.969384975724385
8,2000,1.0,2,6,3,28.163078154579775,27.56383239545673,28.762323913702822
8,2000,1.25,1,7,4,30.24281632569201,29.553559509479108,30.932073141904915
8,2000,1.5,0,8,5,29.662716310732712,28.92897643136065,30.396456190104775
8,2000,1.75,0,8,6,29.977036214265972,28.392548200094684,31.56152422843726
8,2000,2.0,0,8,7,33.93794832861787,32.11964931774689,35.75624733948885
8,2000,2.25,0,8,8,32.94102763252294,31.061700674182916,34.82035459086296
8,2000,2.5,0,8,9,35.658848919808825,33.525215122950925,37.792482716666726
8,2000,2.75,0,8,10,35.7825384199554,33.54205846801336,38.02301837189744
8,2000,3.0,0,8,11,36.18352155800554,33.91911467431997,38.447928441691104
