number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,8.520490192559238,8.062160279148017,8.97882010597046
8,2000,0.5,0,8,1,16.292190926039485,15.38498308580466,17.19939876627431
8,2000,0.75,0,8,2,23.565961752815983,22.220824707648013,24.911098797983954
8,2000,1.0,0,8,3,33.095736913683055,31.808011710146715,34.383462117219395
8,2000,1.25,0,8,4,41.7748283316609,39.47537009275251,44.074286570569285
8,2000,1.5,0,8,5,50.90750176209472,48.97166398437424,52.8433395398152
8,2000,1.75,0,8,6,55.56642828011358,53.37026453401658,57.76259202621058
8,2000,2.0,0,8,7,63.94259557582022,60.36259274491082,67.52259840672963
8,2000,2.25,0,8,8,72.80560616606562,68.74155168229561,76.86966064983562
8,2000,2.5,0,8,9,79.55113015971618,75.05374266581956,84.0485176536128
8,2000,2.75,0,8,10,85.67269483013257,82.20240701492074,89.1429826453444
8,2000,3.0,0,8,11,91.11613300828951,85.80869807387832,96.4235679427007
