number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,2.992788183415838,2.6478367416431223,3.337739625188554
8,2000,0.5,2,6,1,6.306833340687451,5.809916525999077,6.803750155375825
8,2000,0.5,0,8,2,6.128736752243339,5.776980524004266,6.480492980482412
8,2000,0.75,0,8,3,8.797797407691371,7.786131532315532,9.80946328306721
8,2000,1.0,0,8,4,13.08972578190827,11.607081616211747,14.572369947604791
8,2000,1.25,0,8,5,15.080175000000002,13.30621023534188,16.854139764658125
8,2000,1.5,0,8,6,18.072930484905477,16.577225014540314,19.56863595527064
8,2000,1.75,0,8,7,19.264006425664853,16.871266719665723,21.656746131663983
8,2000,2.0,1,7,8,23.89571546762014,21.928500025942768,25.86293090929751
8,2000,2.25,0,8,9,27.07188750000005,24.822068746226464,29.321706253773634
8,2000,2.5,8,0,10,29.576354741908872,27.839588079234332,31.313121404583413
8,2000,2.5,1,7,11,31.154896562968425,29.377406231507816,32.93238689442904
8,2000,2.75,0,8,12,32.43773322466009,30.551090991959107,34.32437545736108
8,2000,3.0,4,4,13,35.943665020604264,31.784231122277372,40.10309891893115
8,2000,3.0,0,8,14,35.893324961832576,32.94260063784247,38.844049285822685
