number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.759304864738427,12.360910196978109,13.157699532498745
8,2000,0.5,0,8,1,24.768382374832058,24.22507487436004,25.311689875304076
8,2000,0.75,0,8,2,37.60786082328718,36.42569484229812,38.790026804276245
8,2000,1.0,0,8,3,49.887536497023376,48.78005295090376,50.99502004314299
8,2000,1.25,0,8,4,63.11670881637474,61.09830422177353,65.13511341097595
8,2000,1.5,0,8,5,73.01000636622047,70.68269737995966,75.33731535248127
8,2000,1.75,0,8,6,82.54629926795715,79.87424010310944,85.21835843280486
8,2000,2.0,0,8,7,93.69581207155798,90.62623235389238,96.76539178922359
8,2000,2.25,0,8,8,106.6732576645814,103.16030332479194,110.18621200437086
8,2000,2.5,0,8,9,112.58764928565826,108.73181806924906,116.44348050206746
8,2000,2.75,0,8,10,118.9663736094163,115.8808825677824,122.0518646510502
8,2000,3.0,0,8,11,125.60363914795205,120.80586121267399,130.40141708323011
