number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.650356211588027,12.257408547591183,13.043303875584872
8,2000,0.5,0,8,1,25.04025918290289,24.250747524658216,25.829770841147564
8,2000,0.75,0,8,2,37.111750391307,35.94821150215262,38.27528928046138
8,2000,1.0,0,8,3,49.0474025724519,47.93072735066627,50.164077794237535
8,2000,1.25,0,8,4,58.39371359751586,56.49733143994367,60.29009575508805
8,2000,1.5,0,8,5,69.6628253223612,67.3592129548151,71.9664376899073
8,2000,1.75,0,8,6,76.67311128230307,74.04324123637537,79.30298132823077
8,2000,2.0,0,8,7,86.32221317958712,83.24028611528055,89.40414024389369
8,2000,2.25,0,8,8,89.51770501588679,86.2392469878223,92.79616304395128
8,2000,2.5,0,8,9,94.40054506058895,90.80124729825721,97.9998428229207
8,2000,2.75,0,8,10,98.9327417541557,95.1660902068283,102.6993933014831
8,2000,3.0,0,8,11,104.2447933630242,100.12846371050729,108.36112301554111
