number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,1,7,0,4.481356647147944,4.0769430328032215,4.885770261492667
8,2000,0.5,0,8,1,9.009693400426608,8.435679257738103,9.583707543115112
8,2000,0.75,0,8,2,13.030628693854078,12.435858262753403,13.625399124954754
8,2000,1.0,0,8,3,17.14183450151419,16.35994808441442,17.92372091861396
8,2000,1.25,0,8,4,21.661499999999982,19.666489109250882,23.656510890749082
8,2000,1.5,1,7,5,27.53071758544813,25.042389380957182,30.019045789939078
8,2000,1.75,0,8,6,32.360825265238866,30.312613002746616,34.409037527731115
8,2000,2.0,0,8,7,34.17013451580111,31.93930077281879,36.40096825878343
8,2000,2.25,0,8,8,37.16679370922581,33.65263774104458,40.680949677407035
8,2000,2.5,0,8,9,39.957527143295124,36.158431414490664,43.756622872099584
8,2000,2.75,0,8,10,46.839321019520995,42.458565877757884,51.220076161284105
8,2000,3.0,0,8,11,50.54420414828386,48.18831324553125,52.90009505103647
