number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.367184313661955,11.977011590893035,12.757357036430875
8,2000,0.5,0,8,1,24.34973518811053,23.563037831483886,25.136432544737172
8,2000,0.75,0,8,2,36.31805441400913,35.14066934834853,37.495439479669734
8,2000,1.0,0,8,3,49.37699114886323,47.78427842412476,50.96970387360171
8,2000,1.25,0,8,4,61.92925995125516,59.95268467782912,63.905835224681205
8,2000,1.5,0,8,5,71.83481951748408,69.49696206162749,74.17267697334067
8,2000,1.75,0,8,6,84.45809038931559,83.07336999405571,85.84281078457546
8,2000,2.0,0,8,7,95.63151861144539,93.3967753373623,97.86626188552847
8,2000,2.25,0,8,8,103.58016657788212,100.14549334229663,107.01483981346762
8,2000,2.5,0,8,9,113.73404805665128,109.72125564399855,117.746840469304
8,2000,2.75,0,8,10,118.7461937078806,114.31929292347006,123.17309449229113
8,2000,3.0,0,8,11,127.4636764039289,122.6135365659891,132.31381624186872
