number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.739012412135496,12.353063045414912,13.12496177885608
8,2000,0.5,0,8,1,24.82979434149718,24.068733660030357,25.590855022964003
8,2000,0.75,0,8,2,36.50233505193197,35.30864865429924,37.696021449564704
8,2000,1.0,0,8,3,49.11590701543392,47.57360527717749,50.658208753690346
8,2000,1.25,0,8,4,59.713549977653344,57.766432650704985,61.6606673046017
8,2000,1.5,0,8,5,71.5437613105484,69.89215901290696,73.19536360818985
8,2000,1.75,0,8,6,79.60435343223726,77.71557073607555,81.49313612839897
8,2000,2.0,0,8,7,87.70142743035541,86.1851304388684,89.21772442184242
8,2000,2.25,0,8,8,94.63714719121018,91.28715673173124,97.9871376506891
8,2000,2.5,0,8,9,99.72056413535041,96.0093562854826,103.43177198521823
8,2000,2.75,0,8,10,105.97499660621321,101.95604585759062,109.9939473548358
8,2000,3.0,0,8,11,107.25791048830419,102.9722523209331,111.54356865567529
