number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,9.47196832574134,9.029623679570147,9.914312971912533
8,2000,0.5,0,8,1,19.266738662804478,18.63067849661882,19.902798828990136
8,2000,0.75,0,8,2,27.50906053844917,26.174969769782944,28.843151307115395
8,2000,1.0,0,8,3,38.99044225294351,37.2007594082701,40.78012509761692
8,2000,1.25,0,8,4,49.290970788787256,47.04491793462191,51.537023642952605
8,2000,1.5,0,8,5,55.39746522810569,53.55064352300006,57.24428693321131
8,2000,1.75,0,8,6,67.42343988795228,64.27478202404606,70.57209775185851
8,2000,2.0,0,8,7,75.23522020486318,71.58087338134862,78.88956702837774
8,2000,2.25,0,8,8,85.19295675727368,81.16473881073807,89.22117470380928
8,2000,2.5,0,8,9,93.59611287173657,89.1733732164935,98.01885252697963
8,2000,2.75,0,8,10,96.64747390511158,91.82743787744606,101.4675099327771
8,2000,3.0,0,8,11,107.15434096429513,103.38114364853098,110.92753828005928
