number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.54023030471131,12.142253069088332,12.938207540334288
8,2000,0.5,0,8,1,24.788510922673012,24.006993777664135,25.57002806768189
8,2000,0.75,0,8,2,36.77161281755431,35.585574903316285,37.95765073179234
8,2000,1.0,0,8,3,49.40266326729326,47.79559770436439,51.00972883022214
8,2000,1.25,0,8,4,61.59005042491328,59.626656208253735,63.553444641572824
8,2000,1.5,0,8,5,73.36878087066833,70.93239281639987,75.8051689249368
8,2000,1.75,0,8,6,83.48899496513852,80.69366901506713,86.2843209152099
8,2000,2.0,0,8,7,93.38091317439144,90.2061226792979,96.55570366948497
8,2000,2.25,0,8,8,105.64264788848597,102.0707846600073,109.21451111696463
8,2000,2.5,0,8,9,116.22877129916586,112.29298900291198,120.16455359541973
8,2000,2.75,0,8,10,123.07597799453508,118.57027128416173,127.58168470490843
8,2000,3.0,0,8,11,128.1926848228168,123.43980499942938,132.94556464620422
