number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,4,4,0,2.9378501987663856,2.792885466117117,3.0828149314156543
8,2000,0.5,3,5,1,4.646436206915182,4.382406780238719,4.910465633591645
8,2000,0.75,3,5,2,7.045631157550167,6.465166967824617,7.626095347275717
8,2000,1.0,1,7,3,5.139046344744411,4.552960861243667,5.725131828245155
8,2000,1.25,2,6,4,10.824871933246904,10.155915864025431,11.493828002468376
8,2000,1.5,2,6,5,14.400110996645287,12.662593253067634,16.13762874022294
8,2000,1.75,0,8,6,7.0520021518926255,6.069686540474467,8.034317763310785
8,2000,2.0,0,8,7,7.631942933679002,6.080757831307855,9.18312803605015
8,2000,2.25,0,8,8,10.446468669249025,8.437788373414357,12.455148965083694
8,2000,2.5,0,8,9,12.785536537098618,10.593289940903121,14.977783133294116
8,2000,2.75,0,8,10,12.749564778250358,10.495352041331763,15.003777515168952
8,2000,3.0,0,8,11,14.972387230849312,12.379986492978723,17.5647879687199
