number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.612729508040925,12.21553651564149,13.009922500440359
8,2000,0.5,2,6,1,23.972468389265977,23.177856729167576,24.767080049364377
8,2000,0.75,0,8,2,32.528411934749094,31.943173780106587,33.1136500893916
8,2000,1.0,0,8,3,39.48748179372076,37.9673743542573,41.00758923318422
8,2000,1.25,0,8,4,45.900609226147736,44.65256066739558,47.14865778489989
8,2000,1.5,2,6,5,51.79036726244016,50.78076738774343,52.79996713713688
8,2000,1.75,0,8,6,52.861083107031575,51.75706766702832,53.96509854703483
8,2000,2.0,0,8,7,56.49569379178603,54.05976335644304,58.93162422712902
8,2000,2.25,0,8,8,57.573490449891025,54.978310047587044,60.16867085219501
8,2000,2.5,0,8,9,61.04628615239348,58.28340929146222,63.809163013324735
8,2000,2.75,0,8,10,61.092250709373914,58.11206230863989,64.07243911010794
8,2000,3.0,0,8,11,59.374940971934095,56.592770431525885,62.157111512342304
