number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.46948567802619,12.073663803738324,12.865307552314057
8,2000,0.5,1,7,1,23.79750703028165,23.406521889141388,24.188492171421913
8,2000,0.75,1,7,2,31.412646202038797,30.200051713416542,32.62524069066105
8,2000,1.0,0,8,3,38.47057950001006,36.98132152874625,39.95983747127387
8,2000,1.25,1,7,4,45.22437672678844,44.36365053891118,46.085102914665704
8,2000,1.5,2,6,5,50.37006358760671,48.96988659144967,51.770240583763744
8,2000,1.75,0,8,6,50.380399882449794,49.31790817844055,51.44289158645904
8,2000,2.0,0,8,7,54.536545980554095,52.23776200299833,56.83532995810986
8,2000,2.25,0,8,8,55.79892957519253,53.34930568989239,58.24855346049267
8,2000,2.5,0,8,9,58.251294053326895,55.49423705736819,61.0083510492856
8,2000,2.75,0,8,10,59.82704841098313,57.1180530055139,62.53604381645236
8,2000,3.0,0,8,11,58.60479101103352,55.78100967251588,61.42857234955116
