number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,11.592312250845053,11.30751719703596,11.877107304654146
8,2000,0.5,3,5,1,17.16869290434261,16.488898666600427,17.848487142084792
8,2000,0.75,4,4,2,22.696232004868452,21.726328169430158,23.666135840306747
8,2000,1.0,2,6,3,22.41152825741365,21.657319075674415,23.165737439152885
8,2000,1.25,2,6,4,25.727025544386724,25.06054324398564,26.393507844787806
8,2000,1.5,1,7,5,24.673957441560628,23.98606838543575,25.361846497685505
8,2000,1.75,0,8,6,24.332529186305354,22.813070640168267,25.851987732442442
8,2000,2.0,0,8,7,25.869460020405796,24.036266998706697,27.702653042104895
8,2000,2.25,0,8,8,25.851998135290366,24.008782761671846,27.695213508908886
8,2000,2.5,0,8,9,28.69660177331149,26.578065451943434,30.815138094679543
8,2000,2.75,0,8,10,30.28550210265865,28.001732755958823,32.56927144935848
8,2000,3.0,0,8,11,30.86723648858966,28.35277427163907,33.38169870554025
