number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,10.416828539137715,9.984741694208614,10.848915384066816
8,2000,0.5,0,8,1,20.43461506060534,19.55909870339077,21.310131417819907
8,2000,0.75,0,8,2,30.743847988807758,29.42905795351212,32.058638024103395
8,2000,1.0,0,8,3,42.41849562580768,40.636108987442704,44.200882264172655
8,2000,1.25,0,8,4,51.51481255949582,49.2946265158004,53.734998603191244
8,2000,1.5,0,8,5,59.13343707629967,56.4905810431295,61.77629310946984
8,2000,1.75,0,8,6,72.81905781048854,70.63135585610118,75.00675976487591
8,2000,2.0,0,8,7,81.9339367472336,80.17777735563874,83.69009613882847
8,2000,2.25,0,8,8,89.4797835024872,85.57531558295051,93.38425142202388
8,2000,2.5,0,8,9,97.70583117016812,93.43533418194298,101.97632815839327
8,2000,2.75,0,8,10,104.1541007527449,99.32855784371242,108.97964366177737
8,2000,3.0,0,8,11,114.59894128299248,109.41893737020456,119.77894519578041
