number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,4.671121931782474,4.471011132145103,4.871232731419845
8,2000,0.5,0,8,1,9.62324912975506,8.798247856529004,10.448250402981115
8,2000,0.75,0,8,2,14.06658435287648,13.457588683648465,14.675580022104496
8,2000,1.0,0,8,3,19.097431440894077,18.2843116270209,19.910551254767253
8,2000,1.25,0,8,4,23.945204901315996,22.919363734470952,24.97104606816104
8,2000,1.5,0,8,5,28.39654809809535,26.66751004280016,30.125586153390543
8,2000,1.75,0,8,6,32.997902947233854,31.57781442088256,34.41799147358515
8,2000,2.0,0,8,7,38.493259064134406,35.237497536867394,41.74902059140142
8,2000,2.25,0,8,8,43.45254167060157,39.751602298278705,47.15348104292443
8,2000,2.5,0,8,9,45.70316826028581,41.622376962955435,49.78395955761618
8,2000,2.75,0,8,10,51.48018019809391,47.09332183339798,55.867038562789844
8,2000,3.0,0,8,11,59.32707621548941,54.42281346747906,64.23133896349977
