number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.691089397302397,12.304748323628383,13.077430470976411
8,2000,0.5,0,8,1,24.602705502082436,23.82592268443148,25.379488319733394
8,2000,0.75,0,8,2,35.544929696225715,34.704528274177314,36.38533111827412
8,2000,1.0,0,8,3,43.7574843903697,42.22577347940809,45.289195301331304
8,2000,1.25,0,8,4,51.648970267337575,50.70216574800685,52.5957747866683
8,2000,1.5,1,7,5,56.66949593827669,55.59725251314881,57.74173936340457
8,2000,1.75,1,7,6,60.148411344740616,58.96679644647728,61.33002624300395
8,2000,2.0,0,8,7,62.08583306730485,59.54108658052672,64.63057955408297
8,2000,2.25,0,8,8,65.56772533993436,63.58041925719103,67.55503142267767
8,2000,2.5,0,8,9,70.64568104087829,67.62056191614947,73.6708001656071
8,2000,2.75,0,8,10,71.34387238485414,68.21215943202684,74.47558533768144
8,2000,3.0,0,8,11,69.76137424397898,66.59134288904221,72.93140559891575
