number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,11.210644578556948,10.793705915476991,11.627583241636906
8,2000,0.5,0,8,1,23.167547458087583,22.328338859696718,24.006756056478448
8,2000,0.75,0,8,2,32.991900113496165,31.737062875938047,34.24673735105428
8,2000,1.0,0,8,3,45.23036145997243,43.52010957194432,46.94061334800054
8,2000,1.25,0,8,4,58.55770787841957,56.401012895789414,60.71440286104973
8,2000,1.5,0,8,5,67.23476882430373,65.42889725289709,69.04064039571037
8,2000,1.75,0,8,6,77.91709625139673,74.93136991324324,80.90282258955021
8,2000,2.0,0,8,7,88.55701929172956,85.14669096244432,91.9673476210148
8,2000,2.25,0,8,8,98.67355990017819,94.9241971259154,102.42292267444098
8,2000,2.5,0,8,9,111.26528721299732,106.91846644100238,115.61210798499226
8,2000,2.75,0,8,10,111.71059084361191,107.01549773998755,116.40568394723627
8,2000,3.0,0,8,11,122.78580560400664,117.62928424985292,127.94232695816036
