number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.415787516571873,12.022920286044315,12.808654747099432
8,2000,0.5,0,8,1,25.42636981999781,24.64526819389255,26.207471446103067
8,2000,0.75,0,8,2,37.00870243502689,35.84250691437178,38.174897955682
8,2000,1.0,0,8,3,48.667949834714236,47.105852043764614,50.23004762566386
8,2000,1.25,0,8,4,61.051482784351286,59.08004596330932,63.022919605393255
8,2000,1.5,0,8,5,71.50829511958072,69.14166620360648,73.87492403555497
8,2000,1.75,0,8,6,82.63762658435743,79.95826256862296,85.31699060009191
8,2000,2.0,0,8,7,89.12476099073137,86.01693792433142,92.23258405713133
8,2000,2.25,0,8,8,96.84961731081128,93.37069012005644,100.32854450156613
8,2000,2.5,0,8,9,103.02178857148564,99.17218668240821,106.87139046056308
8,2000,2.75,0,8,10,111.45525336279692,107.33534209216177,115.57516463343208
8,2000,3.0,0,8,11,111.96289088271482,107.62485073592282,116.30093102950681
