number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.620873778570141,12.239817554785427,13.001930002354856
8,2000,0.5,0,8,1,24.92917904329377,24.14815019998455,25.710207886602994
8,2000,0.75,0,8,2,36.63856652175527,35.4611510593042,37.815981984206346
8,2000,1.0,0,8,3,49.1995813206174,47.642758209654765,50.75640443158003
8,2000,1.25,0,8,4,62.52987333473853,60.484472125272205,64.57527454420486
8,2000,1.5,0,8,5,73.78395017511762,71.41899995215721,76.14890039807804
8,2000,1.75,0,8,6,83.40713155068084,80.69107773799725,86.12318536336444
8,2000,2.0,0,8,7,97.712095274581,94.58499454819034,100.83919600097167
8,2000,2.25,0,8,8,105.07903408818845,102.57707615820723,107.58099201816967
8,2000,2.5,0,8,9,112.30227146367412,110.33096639291921,114.27357653442903
8,2000,2.75,0,8,10,119.93353353279913,115.44643739312329,124.42062967247497
8,2000,3.0,0,8,11,126.31579074460122,121.54487847367008,131.08670301553235
