number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.725457272196486,12.330527715084449,13.120386829308524
8,2000,0.5,1,7,1,24.51327137444324,24.115166804607718,24.91137594427876
8,2000,0.75,0,8,2,34.165695938225966,33.576202825570824,34.75518905088111
8,2000,1.0,0,8,3,42.881529529094635,41.31484584292082,44.44821321526845
8,2000,1.25,0,8,4,49.785463608655284,48.86446206085797,50.7064651564526
8,2000,1.5,1,7,5,54.090393245969175,53.05969113178517,55.12109536015318
8,2000,1.75,1,7,6,58.68233601958687,57.526919411845526,59.837752627328214
8,2000,2.0,0,8,7,59.77374541265989,57.98161845697297,61.56587236834682
8,2000,2.25,0,8,8,63.64667112005048,60.9157696872978,66.37757255280316
8,2000,2.5,0,8,9,66.5810749530077,63.68019459981672,69.48195530619869
8,2000,2.75,0,8,10,67.44086423442481,64.44544553484697,70.43628293400265
8,2000,3.0,0,8,11,69.14095527429905,66.02762225347608,72.25428829512201
