number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.94021206366785,12.5460393495389,13.334384777796801
8,2000,0.5,0,8,1,24.832994640568646,24.05062533452048,25.615363946616814
8,2000,0.75,0,8,2,37.60221600084881,36.44081239618569,38.763619605511934
8,2000,1.0,0,8,3,48.6821284021921,47.12493477802129,50.239322026362906
8,2000,1.25,0,8,4,61.436192702748755,59.45306508395834,63.41932032153917
8,2000,1.5,0,8,5,71.92440826811489,69.62248699889781,74.22632953733196
8,2000,1.75,0,8,6,78.83179785260407,76.15793774814688,81.50565795706126
8,2000,2.0,0,8,7,90.0620245343367,86.891644089557,93.2324049791164
8,2000,2.25,0,8,8,98.5568275807453,95.16836160064544,101.94529356084517
8,2000,2.5,0,8,9,101.42158537286161,97.72584313613028,105.11732760959295
8,2000,2.75,0,8,10,105.85263181364236,101.82610391410353,109.8791597131812
8,2000,3.0,0,8,11,111.40918667942854,106.9789658346747,115.83940752418239
