number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.965560507349908,12.568128249384467,13.362992765315349
8,2000,0.5,0,8,1,24.64345934212447,23.86047815508606,25.42644052916288
8,2000,0.75,0,8,2,36.90342963856765,35.71622730519606,38.090631971939246
8,2000,1.0,0,8,3,49.280137051447724,47.712977876313516,50.84729622658193
8,2000,1.25,0,8,4,57.65436807252976,55.75255197326453,59.556184171794996
8,2000,1.5,0,8,5,71.40023700794197,69.1011483350224,73.69932568086153
8,2000,1.75,0,8,6,78.32351310194669,75.64003148348014,81.00699472041323
8,2000,2.0,0,8,7,88.61721865401427,85.45595041493442,91.77848689309411
8,2000,2.25,0,8,8,94.18310443215083,91.81529681311109,96.55091205119056
8,2000,2.5,0,8,9,101.83862163725982,98.11559445192235,105.56164882259729
8,2000,2.75,0,8,10,104.81223131093334,100.84111892893705,108.78334369292963
8,2000,3.0,0,8,11,106.66262213187889,102.41797967984317,110.90726458391461
